date,exalus,exbzus,excaus,exchus,exdnus,exhkus,exinus,exjpus,exkous,exmaus,exmxus,exnzus,exnous,exsius,exsfus,exslus,exsdus,exszus,extaus,exthus,exukus,exvzus,exeuus
20030101,,,,,,,,,,,,,,,8.5850,,,,,,,,
20030102,1.7765,3.5425,1.5750,8.2800,7.1684,7.7988,48.05,119.86,1190.00,3.8000,10.354,1.9150,7.0020,1.7448,8.5400,96.750,8.7920,1.4015,34.740,43.170,0.6260,1.394,0.9652
20030103,1.7683,3.4306,1.5665,8.2768,7.1280,7.7990,48.03,119.85,1197.30,3.8000,10.375,1.9062,6.9560,1.7440,8.4400,96.750,8.7170,1.3975,34.760,43.000,0.6232,1.408,0.9599
20030106,1.7355,3.3390,1.5598,8.2800,7.0940,7.7993,48.01,119.06,1189.00,3.8000,10.414,1.8758,6.9170,1.7372,8.5200,96.750,8.6770,1.3928,34.600,42.800,0.6219,1.408,0.9552
20030107,1.7382,3.3130,1.5590,8.2767,7.1260,7.7999,48.00,120.18,1185.00,3.8000,10.321,1.8825,6.9320,1.7430,8.6224,96.850,8.6950,1.3983,34.550,42.850,0.6229,1.444,0.9598
20030108,1.7394,3.2950,1.5613,8.2766,7.1135,7.7997,48.00,119.35,1186.00,3.8000,10.368,1.8864,6.9235,1.7390,8.6200,96.850,8.6940,1.3963,34.590,42.720,0.6225,1.606,0.9572
20030109,1.7346,3.3090,1.5541,8.2766,7.1005,7.7993,47.96,119.57,1182.00,3.8000,10.415,1.8847,6.9160,1.7409,8.5700,96.800,8.7130,1.3943,34.510,42.760,0.6236,1.524,0.9554
20030110,1.7182,3.2940,1.5502,8.2767,7.0470,7.7993,48.00,119.44,1181.00,3.8000,10.468,1.8660,6.8760,1.7385,8.5300,96.750,8.6780,1.3860,34.540,42.800,0.6219,1.494,0.9492
20030113,1.7144,3.3070,1.5423,8.2768,7.0535,7.7990,47.96,119.03,1177.00,3.8000,10.540,1.8580,6.9520,1.7375,8.6650,96.800,8.6985,1.3868,34.510,42.790,0.6238,1.588,0.9492
20030114,1.7147,3.2650,1.5396,8.2800,7.0295,7.7991,47.95,117.96,1176.00,3.8000,10.534,1.8580,6.9375,1.7328,8.8400,96.800,8.6720,1.3840,34.480,42.600,0.6223,1.654,0.9460
20030115,1.7100,3.3200,1.5353,8.2770,7.0260,7.7990,47.97,117.91,1175.00,3.8000,10.493,1.8587,6.8940,1.7342,8.7537,96.800,8.6700,1.3829,34.440,42.700,0.6239,1.694,0.9455
20030116,1.7036,3.2890,1.5366,8.2771,7.0270,7.7990,47.96,118.02,1171.00,3.8000,10.510,1.8413,6.8720,1.7333,8.8700,96.800,8.6760,1.3828,34.400,42.690,0.6222,1.733,0.9462
20030117,1.6923,3.3730,1.5355,8.2771,6.9715,7.7992,47.96,117.88,1173.50,3.8000,10.582,1.8146,6.8290,1.7330,8.8800,96.800,8.6245,1.3678,34.420,42.740,0.6183,1.780,0.9381
20030120,,,,,,,,,,,,,,,8.8800,,,,,,,,
20030121,1.7044,3.4610,1.5332,8.2771,6.9630,7.7995,47.97,118.57,1178.00,3.8000,10.683,1.8392,6.9510,1.7355,9.0450,96.800,8.6560,1.3687,34.630,42.830,0.6202,1.893,0.9366
20030122,1.7059,3.5120,1.5324,8.2771,6.9350,7.7994,47.93,118.15,1176.90,3.8000,10.853,1.8392,6.8940,1.7330,8.9800,96.800,8.6230,1.3629,34.590,42.750,0.6187,1.924,0.9321
20030123,1.6926,3.5305,1.5240,8.2771,6.9070,7.7994,47.92,117.83,1166.10,3.8000,10.779,1.8258,6.9345,1.7308,8.7350,96.800,8.6000,1.3580,34.610,42.720,0.6160,1.924,0.9288
20030124,1.6886,3.6160,1.5220,8.2768,6.8700,7.7996,47.90,117.80,1166.10,3.8000,10.838,1.8175,6.8725,1.7310,8.7400,96.820,8.5250,1.3528,34.550,42.690,0.6127,1.924,0.9238
20030127,1.6961,3.6590,1.5246,8.2768,6.8625,7.8000,48.10,118.64,1164.60,3.8000,10.898,1.8208,6.8975,1.7310,8.7500,96.840,8.5250,1.3554,34.510,42.700,0.6116,1.924,0.9227
20030128,1.6987,3.6380,1.5359,8.2767,6.8650,7.7996,47.92,118.67,1173.00,3.8000,10.898,1.8275,6.8990,1.7330,8.7650,96.820,8.5330,1.3560,34.700,42.680,0.6098,1.924,0.9231
20030129,1.6926,3.6170,1.5235,8.2768,6.8450,7.8000,47.83,118.13,1168.00,3.8000,10.978,1.8208,6.8725,1.7308,8.5810,96.900,8.4750,1.3512,34.610,42.700,0.6076,1.924,0.9207
20030130,1.7030,3.5630,1.5310,8.2800,6.9000,7.8000,47.85,119.22,1165.00,3.8000,10.868,1.8352,6.8950,1.7390,8.6450,96.850,8.5150,1.3629,34.650,42.780,0.6067,1.924,0.9280
20030131,1.7065,3.5130,1.5286,8.2768,6.9255,7.8001,47.83,119.96,1165.00,3.8000,10.902,1.8382,6.9660,1.7396,8.5000,96.950,8.6140,1.3683,34.610,42.770,0.6080,1.924,0.9312
20030203,1.7114,3.5350,1.5207,8.2768,6.9100,7.8000,47.80,120.47,1184.00,3.8000,10.896,1.8386,6.9600,1.7423,8.5521,96.850,8.5650,1.3631,34.610,42.820,0.6096,1.924,0.9293
20030204,1.6932,3.5580,1.5146,8.2800,6.8345,7.8000,47.82,119.75,1177.00,3.8000,10.992,1.8232,6.9130,1.7378,8.3400,96.850,8.4930,1.3493,34.740,42.700,0.6068,1.924,0.9195
20030205,1.6943,3.5740,1.5195,8.2800,6.8650,7.7997,47.77,119.78,1174.30,3.8000,10.865,1.8225,6.9650,1.7425,8.3900,96.880,8.5350,1.3540,34.740,42.770,0.6077,1.924,0.9223
20030206,1.6920,3.6060,1.5213,8.2800,6.8650,7.7998,47.80,119.93,1173.00,3.8000,10.868,1.8235,6.9210,1.7400,8.3500,96.860,8.4750,1.3541,34.680,42.790,0.6115,1.600,0.9235
20030207,1.6941,3.5860,1.5215,8.2800,6.8820,7.7996,47.72,120.40,1184.50,3.8000,10.898,1.8258,6.9310,1.7473,8.4250,96.880,8.4900,1.3584,34.710,42.920,0.6141,1.600,0.9258
20030210,1.6966,3.6050,1.5315,8.2773,6.9300,7.7998,47.69,121.25,1196.60,3.8000,10.986,1.8222,6.9475,1.7580,8.5701,96.900,8.5450,1.3660,34.780,43.180,0.6144,1.600,0.9311
20030211,1.6969,3.5810,1.5303,8.2775,6.9170,7.7995,47.70,121.19,1206.00,3.8000,10.955,1.8218,6.9500,1.7538,8.3850,96.890,8.5120,1.3653,34.710,43.090,0.6176,1.600,0.9305
20030212,1.6949,3.5950,1.5290,8.2778,6.9375,7.7997,47.89,121.30,1199.40,3.8000,10.978,1.8208,6.9730,1.7582,8.3650,96.890,8.5245,1.3700,34.710,43.020,0.6190,1.600,0.9332
20030213,1.6779,3.6400,1.5199,8.2773,6.8625,7.8000,47.87,120.49,1203.50,3.8000,10.970,1.8060,6.9600,1.7540,8.3580,96.850,8.4100,1.3559,34.710,43.030,0.6169,1.600,0.9230
20030214,1.6889,3.6640,1.5191,8.2773,6.8820,7.7995,47.92,120.41,1196.50,3.8000,10.887,1.8126,6.9710,1.7538,8.3150,96.870,8.4430,1.3618,34.819,43.120,0.6209,1.600,0.9260
20030217,,,,,,,,,,,,,,,8.3150,,,,,,,,
20030218,1.6915,3.5975,1.5150,8.2772,6.9360,7.7998,47.75,118.93,1199.00,3.8000,10.774,1.8159,7.0220,1.7509,8.4150,96.880,8.5240,1.3745,34.710,43.050,0.6281,1.600,0.9339
20030219,1.6827,3.6100,1.5140,8.2775,6.9170,7.7997,47.70,118.65,1193.00,3.8000,10.839,1.8100,7.0070,1.7506,8.3200,96.890,8.4770,1.3697,34.710,43.035,0.6267,1.600,0.9308
20030220,1.6708,3.6260,1.5047,8.2776,6.8595,7.7995,47.65,118.18,1191.40,3.8000,10.923,1.7931,6.9265,1.7435,8.1200,96.880,8.4110,1.3560,34.780,42.880,0.6279,1.600,0.9241
20030221,1.6745,3.6130,1.5052,8.2776,6.8950,7.7991,47.65,118.78,1194.00,3.8000,10.983,1.7915,7.0000,1.7445,8.0850,96.870,8.4600,1.3618,34.750,42.900,0.6304,1.600,0.9270
20030224,1.6510,3.5970,1.4944,8.2777,6.8890,7.7992,47.74,117.78,1187.10,3.8000,10.984,1.7687,7.0415,1.7390,8.1438,96.870,8.4650,1.3592,34.760,42.810,0.6305,1.600,0.9274
20030225,1.6521,3.6080,1.4928,8.2778,6.8890,7.7989,47.74,117.14,1192.00,3.8000,11.064,1.7677,7.0707,1.7325,8.1000,96.900,8.4530,1.3538,34.720,42.690,0.6358,1.600,0.9275
20030226,1.6461,3.5885,1.4939,8.2774,6.8810,7.7990,47.67,117.19,1186.00,3.8000,11.038,1.7693,7.0830,1.7355,8.0800,96.880,8.4210,1.3550,34.780,42.750,0.6327,1.600,0.9262
20030227,1.6518,3.5660,1.4954,8.2775,6.9030,7.7991,47.66,117.58,1186.00,3.8000,11.023,1.7794,7.1980,1.7361,8.0200,96.900,8.4820,1.3598,34.750,42.680,0.6330,1.600,0.9291
20030228,1.6461,3.5650,1.4880,8.2775,6.8925,7.7991,47.66,118.22,1193.70,3.8000,11.029,1.7921,7.1680,1.7374,8.0955,96.920,8.5050,1.3557,34.780,42.800,0.6354,1.600,0.9277
20030303,1.6297,3.5700,1.4853,8.2775,6.8565,7.7987,47.70,117.93,1184.60,3.8000,10.994,1.7825,7.1665,1.7365,8.0050,96.950,8.4970,1.3468,34.780,42.700,0.6347,1.600,0.9229
20030304,1.6295,3.5700,1.4775,8.2774,6.8260,7.7992,47.85,117.96,1197.00,3.8000,11.128,1.7819,7.1430,1.7365,8.0200,96.910,8.4250,1.3400,34.660,42.690,0.6321,1.600,0.9189
20030305,1.6231,3.5700,1.4727,8.2775,6.7720,7.7992,47.80,117.32,1199.20,3.8000,11.200,1.7705,7.0590,1.7325,7.9020,96.890,8.3780,1.3299,34.620,42.520,0.6249,1.600,0.9118
20030306,1.6281,3.5300,1.4714,8.2776,6.7550,7.7990,47.63,117.22,1218.00,3.8000,11.235,1.7683,7.1425,1.7369,8.0400,96.940,8.3650,1.3314,34.670,42.620,0.6231,1.600,0.9093
20030307,1.6295,3.5100,1.4665,8.2774,6.7430,7.7988,47.80,116.47,1219.00,3.8000,11.110,1.7819,7.2155,1.7355,7.9450,96.950,8.3730,1.3338,34.600,42.500,0.6242,1.600,0.9079
20030310,1.6242,3.5250,1.4659,8.2772,6.7140,7.7991,47.70,116.55,1243.00,3.8000,11.107,1.7813,7.1850,1.7348,7.9025,96.960,8.3670,1.3247,34.580,42.450,0.6247,1.600,0.9040
20030311,1.6556,3.4890,1.4725,8.2770,6.7370,7.7991,47.64,117.07,1225.80,3.8000,11.005,1.8073,7.1770,1.7389,7.9375,96.950,8.4490,1.3316,34.620,42.460,0.6235,1.600,0.9068
20030312,1.6781,3.4800,1.4728,8.2771,6.7370,7.7991,47.65,117.18,1245.00,3.8000,10.905,1.8169,7.1250,1.7468,8.0100,96.960,8.4310,1.3315,34.720,42.730,0.6200,1.600,0.9072
20030313,1.6832,3.4225,1.4855,8.2771,6.8340,7.7990,47.66,118.31,1241.00,3.8000,10.839,1.8292,7.1900,1.7502,8.1550,96.900,8.5000,1.3490,34.740,42.800,0.6228,1.600,0.9200
20030314,1.6762,3.3880,1.4822,8.2772,6.9290,7.7992,47.66,118.59,1241.50,3.8000,10.838,1.8146,7.2530,1.7592,8.2288,96.950,8.5770,1.3690,34.710,42.790,0.6321,1.600,0.9324
20030317,1.6886,3.4050,1.4835,8.2772,6.9950,7.7993,47.68,118.45,1249.80,3.8000,10.865,1.8228,7.3545,1.7658,8.2575,96.940,8.6680,1.3845,34.704,42.790,0.6377,1.600,0.9429
20030318,1.6872,3.4450,1.4788,8.2772,6.9930,7.7989,47.68,118.90,1254.80,3.8000,10.795,1.8248,7.4570,1.7670,8.2100,96.940,8.6990,1.3843,34.710,42.920,0.6400,1.600,0.9413
20030319,1.6912,3.4760,1.4804,8.2773,7.0150,7.7992,47.72,120.13,1258.00,3.8000,10.855,1.8165,7.4375,1.7724,8.1700,96.950,8.6750,1.3903,34.800,43.030,0.6391,1.600,0.9443
20030320,1.6849,3.4860,1.4788,8.2773,6.9950,7.7990,47.75,120.05,1245.00,3.8000,10.865,1.8067,7.4125,1.7650,8.1300,96.960,8.6390,1.3870,34.760,42.990,0.6382,1.600,0.9422
20030321,1.6935,3.4250,1.4905,8.2773,7.0480,7.7990,47.66,121.42,1254.00,3.8000,10.758,1.8242,7.4640,1.7713,8.1950,96.960,8.7030,1.4000,34.790,43.070,0.6386,1.600,0.9483
20030324,1.6815,3.4070,1.4805,8.2774,6.9760,7.7990,47.68,120.69,1251.10,3.8000,10.823,1.8136,7.3900,1.7658,8.1450,96.960,8.6750,1.3847,34.780,42.910,0.6350,1.600,0.9395
20030325,1.6756,3.3950,1.4770,8.2771,6.9620,7.7992,47.64,120.03,1251.00,3.8000,10.718,1.8142,7.3300,1.7667,8.0250,96.920,8.6730,1.3805,34.780,42.840,0.6367,1.600,0.9369
20030326,1.6745,3.3930,1.4711,8.2775,6.9540,7.7992,47.64,120.13,1244.40,3.8000,10.769,1.8288,7.3380,1.7700,7.9450,96.950,8.6530,1.3827,34.780,42.900,0.6352,1.600,0.9366
20030327,1.6667,3.4020,1.4673,8.2772,6.9400,7.7993,47.59,119.78,1247.00,3.8000,10.762,1.8198,7.3525,1.7680,7.9550,96.950,8.6425,1.3807,34.800,42.880,0.6379,1.600,0.9339
20030328,1.6658,3.3710,1.4680,8.2771,6.8990,7.7993,47.55,120.18,1260.00,3.8000,10.661,1.8192,7.3280,1.7730,7.9850,96.950,8.5610,1.3724,34.800,42.990,0.6380,1.600,0.9292
20030331,1.6543,3.3320,1.4695,8.2774,6.8138,7.7995,47.53,118.07,1252.00,3.8000,10.782,1.8057,7.2760,1.7645,7.9000,96.970,8.4735,1.3538,34.750,42.860,0.6333,1.600,0.9174
20030401,1.6543,3.3290,1.4729,8.2773,6.8085,7.7995,47.45,118.25,1262.00,3.8000,10.732,1.8034,7.2040,1.7714,7.8800,96.900,8.4830,1.3537,34.800,42.900,0.6342,1.600,0.9171
20030402,1.6675,3.2850,1.4762,8.2770,6.8995,7.7993,47.40,119.17,1255.40,3.8000,10.673,1.8192,7.2650,1.7720,7.9700,96.960,8.5850,1.3794,34.800,42.990,0.6386,1.600,0.9289
20030403,1.6678,3.2400,1.4760,8.2771,6.9130,7.7995,47.43,119.55,1256.00,3.8000,10.666,1.8238,7.2450,1.7790,7.8900,96.980,8.5650,1.3809,34.810,43.070,0.6362,1.600,0.9314
20030404,1.6639,3.2330,1.4720,8.2771,6.9324,7.7996,47.44,120.05,1258.00,3.8000,10.679,1.8464,7.2544,1.7763,7.9400,96.970,8.5927,1.3875,34.825,43.100,0.6411,1.600,0.9336
20030407,1.6750,3.1750,1.4843,8.2772,6.9975,7.7997,47.44,120.41,1257.80,3.8000,10.684,1.8605,7.3050,1.7829,8.0450,96.920,8.6425,1.3995,34.840,43.180,0.6452,1.600,0.9415
20030408,1.6656,3.1750,1.4677,8.2773,6.9530,7.7996,47.46,119.91,1253.50,3.8000,10.737,1.8355,7.2800,1.7838,8.0225,96.970,8.5680,1.3905,34.820,43.080,0.6449,1.600,0.9360
20030409,1.6578,3.1750,1.4678,8.2774,6.9230,7.7997,47.45,120.55,1246.00,3.8000,10.770,1.8328,7.2600,1.7817,7.9237,96.990,8.5270,1.3858,34.810,43.080,0.6426,1.600,0.9327
20030410,1.6499,3.2200,1.4570,8.2773,6.8820,7.7997,47.40,119.58,1230.00,3.8000,10.755,1.8302,7.3080,1.7755,7.7825,96.950,8.4750,1.3846,34.800,42.870,0.6362,1.600,0.9257
20030411,1.6537,3.2230,1.4519,8.2772,6.9095,7.7996,47.38,120.47,1229.60,3.8000,10.708,1.8349,7.3180,1.7807,7.7900,96.990,8.4900,1.3933,34.800,43.020,0.6364,1.600,0.9301
20030414,1.6581,3.1825,1.4533,8.2774,6.8945,7.7997,47.44,120.30,1225.00,3.8000,10.615,1.8292,7.3100,1.7811,7.8225,96.990,8.4730,1.3895,34.810,42.910,0.6364,1.600,0.9282
20030415,1.6513,3.1150,1.4515,8.2773,6.8735,7.7996,47.36,120.20,1220.00,3.8000,10.650,1.8136,7.2630,1.7815,7.7000,97.060,8.4840,1.3912,34.810,42.950,0.6367,1.600,0.9258
20030416,1.6353,3.0640,1.4563,8.2773,6.8300,7.7997,47.38,120.04,1217.00,3.8000,10.625,1.7937,7.2230,1.7760,7.7050,97.060,8.4240,1.3785,34.800,42.890,0.6353,1.600,0.9198
20030417,1.6268,3.0350,1.4490,8.2771,6.8160,7.7997,47.34,119.30,1207.00,3.8000,10.545,1.7957,7.2020,1.7670,7.6175,97.050,8.4020,1.3770,34.790,42.760,0.6350,1.600,0.9168
20030418,1.6276,3.0390,1.4500,8.2770,6.8250,7.7997,47.34,119.72,1204.00,3.8000,10.550,1.7969,7.2115,1.7675,7.6625,97.050,8.4125,1.3810,34.790,42.770,0.6356,1.600,0.9189
20030421,1.6287,3.0400,1.4547,8.2769,6.8390,7.7997,47.38,120.55,1209.00,3.8000,10.543,1.8002,7.2250,1.7720,7.6550,96.850,8.4200,1.3901,34.810,42.720,0.6414,1.600,0.9211
20030422,1.6098,3.0570,1.4473,8.2770,6.7720,7.7997,47.34,119.68,1219.00,3.8000,10.559,1.7819,7.1560,1.7768,7.5575,97.050,8.3350,1.3708,34.810,42.720,0.6342,1.600,0.9119
20030423,1.6200,3.0070,1.4512,8.2772,6.7800,7.7997,47.35,120.33,1219.00,3.8000,10.515,1.7937,7.1610,1.7790,7.4500,96.990,8.3190,1.3759,34.810,42.800,0.6323,1.600,0.9133
20030424,1.6116,3.0030,1.4579,8.2772,6.7240,7.7998,47.36,119.83,1220.50,3.8000,10.435,1.8008,7.0830,1.7785,7.2900,97.000,8.2500,1.3590,34.860,42.830,0.6261,1.600,0.9059
20030425,1.6255,3.0140,1.4535,8.2770,6.7280,7.7998,47.37,120.25,1238.50,3.8000,10.437,1.8067,7.0710,1.7837,7.2375,97.010,8.2640,1.3612,34.810,43.050,0.6283,1.600,0.9058
20030428,1.6150,2.9910,1.4504,8.2770,6.7530,7.7993,47.35,120.34,1222.50,3.8000,10.433,1.7973,7.0530,1.7779,7.1900,97.050,8.3230,1.3695,34.980,42.940,0.6287,1.600,0.9092
20030429,1.6129,2.9085,1.4460,8.2770,6.7450,7.7994,47.37,120.14,1219.00,3.8000,10.333,1.7963,7.0775,1.7779,7.1750,97.150,8.2850,1.3688,34.890,42.940,0.6288,1.600,0.9083
20030430,1.5969,2.8870,1.4336,8.2771,6.6400,7.7991,47.37,119.07,1215.50,3.8000,10.308,1.7857,6.9950,1.7745,7.2875,97.140,8.1700,1.3545,34.850,42.860,0.6250,1.600,0.8945
20030501,1.5828,2.9125,1.4191,8.2771,6.6022,7.7993,47.35,118.56,1213.00,3.8000,10.250,1.7806,6.9501,1.7696,7.2730,97.140,8.1180,1.3420,34.850,42.820,0.6210,1.600,0.8898
20030502,1.5878,2.9100,1.4221,8.2771,6.6310,7.7993,47.35,119.10,1213.00,3.8000,10.195,1.7771,7.0300,1.7727,7.5050,97.170,8.1470,1.3480,34.800,42.790,0.6242,1.600,0.8929
20030505,1.5765,2.9950,1.4134,8.2771,6.5883,7.7993,47.30,118.64,1217.00,3.8000,10.195,1.7652,6.9940,1.7591,7.2900,97.200,8.0670,1.3440,34.800,42.680,0.6227,1.600,0.8872
20030506,1.5667,2.9980,1.4085,8.2770,6.5413,7.7991,47.28,117.94,1201.00,3.8000,10.256,1.7528,6.9110,1.7430,7.2900,97.200,8.0055,1.3331,34.700,42.600,0.6196,1.600,0.8807
20030507,1.5718,2.9650,1.4010,8.2769,6.5472,7.7992,47.28,116.51,1199.00,3.8000,10.218,1.7683,6.9265,1.7390,7.3275,97.200,8.0250,1.3264,34.700,42.500,0.6277,1.600,0.8818
20030508,1.5567,2.9050,1.3950,8.2768,6.4820,7.7990,47.25,116.65,1199.00,3.8000,10.179,1.7425,6.8740,1.7415,7.2300,97.210,7.9650,1.3172,34.650,42.550,0.6237,1.600,0.8731
20030509,1.5509,2.8780,1.3930,8.2768,6.4580,7.7991,47.20,117.20,1202.00,3.8000,10.113,1.7349,6.8480,1.7405,7.2700,97.200,7.9720,1.3114,34.650,42.560,0.6232,1.600,0.8697
20030512,1.5427,2.8750,1.3885,8.2770,6.4245,7.7993,47.18,116.94,1192.00,3.8000,10.188,1.7235,6.8080,1.7331,7.3150,97.250,7.9440,1.3107,34.650,42.380,0.6213,1.600,0.8653
20030513,1.5485,2.8800,1.3898,8.2770,6.4560,7.7993,47.15,116.56,1196.00,3.8000,10.146,1.7391,6.8585,1.7340,7.3500,97.250,7.9810,1.3168,34.700,42.390,0.6214,1.600,0.8696
20030514,1.5446,2.9000,1.3786,8.2769,6.4585,7.7988,47.15,116.16,1200.00,3.8000,10.139,1.7376,6.8465,1.7295,7.5800,97.250,7.9820,1.3157,34.700,42.170,0.6187,1.600,0.8697
20030515,1.5564,2.9260,1.3757,8.2768,6.4759,7.7995,47.13,115.94,1196.40,3.8000,10.284,1.7464,6.8408,1.7175,8.0300,97.250,7.9958,1.3151,34.650,42.030,0.6149,1.600,0.8728
20030516,1.5380,2.9630,1.3672,8.2770,6.4300,7.7994,47.12,116.01,1199.90,3.8000,10.360,1.7316,6.7980,1.7255,7.7650,97.250,7.9250,1.3102,34.650,42.140,0.6157,1.600,0.8664
20030519,1.5244,2.9825,1.3604,8.2768,6.3550,7.7990,46.99,116.58,1195.00,3.8000,10.347,1.7079,6.8040,1.7262,7.9375,97.230,7.8570,1.2945,34.600,42.030,0.6115,1.600,0.8557
20030520,1.5216,3.0100,1.3446,8.2768,6.3520,7.7991,46.95,116.77,1202.00,3.8000,10.251,1.7065,6.7860,1.7243,7.7600,97.250,7.8650,1.2940,34.600,42.020,0.6100,1.600,0.8558
20030521,1.5237,3.0025,1.3498,8.2769,6.3420,7.7992,46.90,117.23,1194.30,3.8000,10.269,1.7138,6.7100,1.7245,7.7400,97.240,7.8260,1.2903,34.660,41.980,0.6092,1.600,0.8542
20030522,1.5186,2.9900,1.3679,8.2768,6.3465,7.7991,46.91,117.25,1195.40,3.8000,10.244,1.7156,6.7185,1.7228,7.8300,97.250,7.8285,1.2940,34.690,41.960,0.6118,1.600,0.8547
20030523,1.5209,2.9270,1.3783,8.2769,6.2975,7.7990,46.87,116.89,1194.40,3.8000,10.235,1.7167,6.6770,1.7233,7.8800,97.270,7.7920,1.2930,34.700,41.890,0.6106,1.600,0.8485
20030526,,,,,,,,,,,,,,,7.8800,,,,,,,,
20030527,1.5186,3.0340,1.3754,8.2768,6.2625,7.7988,46.85,117.12,1198.90,3.8000,10.354,1.7141,6.6450,1.7220,8.1200,97.250,7.7530,1.2851,34.700,41.690,0.6098,1.600,0.8437
20030528,1.5434,3.0200,1.3867,8.2770,6.3246,7.7987,46.98,118.73,1200.50,3.8000,10.424,1.7409,6.7180,1.7358,8.2350,97.270,7.7860,1.2990,34.726,41.830,0.6116,1.600,0.8516
20030529,1.5439,2.9330,1.3769,8.2770,6.2745,7.7985,47.05,118.45,1207.10,3.8000,10.322,1.7367,6.6684,1.7310,8.1050,97.260,7.7479,1.2898,34.750,41.800,0.6066,1.600,0.8450
20030530,1.5354,2.9790,1.3712,8.2768,6.3123,7.7987,47.07,119.50,1210.00,3.8000,10.340,1.7364,6.6917,1.7350,8.0350,97.250,7.7654,1.3022,34.710,41.750,0.6100,1.600,0.8499
20030602,1.5235,2.9770,1.3696,8.2768,6.3240,7.7990,47.15,118.52,1203.00,3.8000,10.244,1.7235,6.7250,1.7288,8.0200,97.250,7.7730,1.2973,34.700,41.660,0.6108,1.600,0.8515
20030603,1.5154,2.9620,1.3768,8.2769,6.3435,7.7987,46.95,119.27,1201.50,3.8000,10.270,1.7271,6.8640,1.7282,8.0410,97.250,7.7945,1.3127,34.700,41.700,0.6143,1.600,0.8546
20030604,1.5022,2.9250,1.3575,8.2770,6.3447,7.7988,46.85,118.60,1201.00,3.8000,10.388,1.7232,6.9052,1.7245,8.1650,97.270,7.8008,1.3129,34.680,41.650,0.6123,1.600,0.8541
20030605,1.4984,2.8970,1.3404,8.2770,6.2530,7.7990,46.84,117.61,1200.30,3.8000,10.560,1.7212,6.8750,1.7175,7.9150,97.370,7.6745,1.2973,34.680,41.520,0.6025,1.600,0.8425
20030606,1.5172,2.8850,1.3540,8.2770,6.3500,7.7987,46.88,118.83,1200.30,3.8000,10.508,1.7325,6.9750,1.7290,8.0400,97.300,7.7990,1.3233,34.680,41.660,0.6016,1.600,0.8551
20030609,1.5191,2.8750,1.3585,8.2773,6.3274,7.7983,46.87,118.11,1196.70,3.8000,10.739,1.7397,6.9691,1.7249,7.9450,97.270,7.7745,1.3131,34.680,41.670,0.6078,1.600,0.8516
20030610,1.5232,2.8710,1.3649,8.2768,6.3540,7.7988,46.79,117.68,1194.50,3.8000,10.735,1.7425,7.0170,1.7300,7.9800,97.320,7.7990,1.3192,34.680,41.810,0.6052,1.600,0.8557
20030611,1.5056,2.8770,1.3523,8.2770,6.3085,7.7988,46.70,117.69,1195.40,3.8000,10.618,1.7301,7.0020,1.7341,7.9250,97.280,7.7275,1.3060,34.700,41.790,0.5997,1.600,0.8501
20030612,1.5033,2.8650,1.3492,8.2772,6.3125,7.7993,46.73,117.66,1193.40,3.8000,10.560,1.7271,6.9550,1.7397,7.8100,97.270,7.7250,1.3104,34.700,41.720,0.5994,1.600,0.8498
20030613,1.4990,2.8560,1.3362,8.2768,6.2765,7.7990,46.70,117.46,1192.00,3.8000,10.600,1.7232,6.9330,1.7324,7.8500,97.270,7.6835,1.3047,34.650,41.630,0.5997,1.600,0.8453
20030616,1.4979,2.8550,1.3397,8.2769,6.2684,7.7991,46.66,117.79,1190.30,3.8000,10.475,1.7182,6.9422,1.7286,7.7800,97.240,7.6710,1.3009,34.600,41.520,0.5947,1.600,0.8444
20030617,1.4888,2.8860,1.3393,8.2768,6.2867,7.7990,46.59,118.20,1185.00,3.8000,10.488,1.7091,6.9438,1.7274,7.8425,97.200,7.6780,1.3051,34.520,41.570,0.5938,1.600,0.8466
20030618,1.4861,2.9070,1.3348,8.2768,6.3450,7.7989,46.62,118.40,1185.00,3.8000,10.598,1.7123,6.9850,1.7320,7.9400,97.210,7.7460,1.3205,34.550,41.620,0.5953,1.600,0.8540
20030619,1.4934,2.8890,1.3508,8.2770,6.3578,7.7993,46.61,118.74,1200.00,3.8000,10.480,1.7167,6.9886,1.7325,7.9000,97.230,7.7668,1.3246,34.600,41.630,0.5974,1.600,0.8563
20030620,1.4981,2.8830,1.3590,8.2772,6.3930,7.7992,46.57,118.39,1190.60,3.8000,10.468,1.7109,7.0435,1.7350,7.8550,97.220,7.8120,1.3290,34.590,41.600,0.6008,1.600,0.8609
20030623,1.5053,2.8870,1.3561,8.2773,6.4310,7.7988,46.66,117.55,1190.30,3.8000,10.475,1.7082,7.0775,1.7395,7.9600,97.210,7.8920,1.3268,34.600,41.580,0.5994,1.600,0.8660
20030624,1.5101,2.8610,1.3614,8.2774,6.4580,7.7988,46.57,117.96,1193.00,3.8000,10.532,1.7106,7.1200,1.7412,7.7930,97.170,7.9620,1.3310,34.600,41.540,0.6022,1.600,0.8697
20030625,1.4874,2.8600,1.3428,8.2775,6.4125,7.7984,46.58,117.54,1187.20,3.8000,10.482,1.7004,7.1450,1.7380,7.6737,97.160,7.9100,1.3257,34.560,41.500,0.5957,1.600,0.8627
