date,exalus,exbzus,excaus,exchus,exdnus,exhkus,exinus,exjpus,exkous,exmaus,exmxus,exnzus,exnous,exsius,exsfus,exslus,exsdus,exszus,extaus,exthus,exukus,exvzus,exeuus
20061222,1.2771,2.1500,1.1575,7.8153,5.6751,7.7771,44.37,118.90,928.30,3.5320,10.858,1.4296,6.2443,1.5416,7.0000,107.520,6.8423,1.2207,32.550,36.310,0.5110,2.145,0.7616
20061225,,,,,,,,,,,,,,,7.0000,,,,,,,,
20061226,1.2773,2.1430,1.1596,7.8199,5.6755,7.7787,44.32,118.93,929.60,3.5370,10.873,1.4278,6.2447,1.5403,7.0430,107.580,6.8725,1.2200,32.650,35.870,0.5110,2.145,0.7615
20061227,1.2753,2.1472,1.1610,7.8215,5.6797,7.7741,44.20,118.76,929.10,3.5300,10.882,1.4235,6.2760,1.5377,7.0430,107.700,6.8892,1.2253,32.680,35.770,0.5111,2.145,0.7619
20061228,1.2689,2.1360,1.1599,7.8116,5.6676,7.7719,44.14,118.95,929.40,3.5295,10.874,1.4170,6.2620,1.5344,7.0000,107.620,6.8755,1.2207,32.650,35.220,0.5097,2.145,0.7600
20061229,1.2684,2.1342,1.1652,7.8041,5.6479,7.7771,44.11,119.02,930.00,3.5270,10.800,1.4192,6.2287,1.5338,7.0375,107.420,6.8342,1.2195,32.590,36.100,0.5106,2.145,0.7577
20070101,,,,,,,,,,,,,,,7.0375,,,,,,,,
20070102,1.2563,2.1340,1.1647,7.8051,5.6119,7.7797,44.13,118.83,925.40,3.5300,10.779,1.4116,6.1809,1.5316,6.8820,107.620,6.7818,1.2125,32.380,35.500,0.5067,2.145,0.7527
20070103,1.2636,2.1390,1.1699,7.8051,5.6589,7.7867,44.24,119.58,926.00,3.5100,10.765,1.4180,6.2598,1.5340,6.9300,107.650,6.8539,1.2263,32.400,35.450,0.5129,2.145,0.7594
20070104,1.2724,2.1420,1.1766,7.8090,5.6913,7.7885,44.16,119.28,931.30,3.5200,10.868,1.4325,6.3229,1.5383,7.0730,108.650,6.9335,1.2314,32.530,35.700,0.5143,2.145,0.7637
20070105,1.2825,2.1505,1.1753,7.8047,5.7302,7.7908,44.20,118.77,934.10,3.5110,10.959,1.4548,6.3513,1.5377,7.2330,108.700,6.9744,1.2366,32.610,35.700,0.5180,2.145,0.7689
20070108,1.2799,2.1500,1.1777,7.8127,5.7207,7.7946,44.32,118.49,937.90,3.5125,10.974,1.4535,6.3592,1.5362,7.2510,108.760,6.9972,1.2357,32.670,35.500,0.5159,2.145,0.7679
20070109,1.2829,2.1520,1.1782,7.8055,5.7359,7.7974,44.27,119.45,938.30,3.5070,11.025,1.4501,6.3536,1.5361,7.3235,108.550,7.0232,1.2417,32.690,35.890,0.5155,2.145,0.7695
20070110,1.2877,2.1516,1.1770,7.8075,5.7581,7.7983,44.44,119.52,937.70,3.5140,11.020,1.4548,6.4363,1.5382,7.3200,108.450,7.0542,1.2459,32.750,35.960,0.5172,2.145,0.7728
20070111,1.2783,2.1450,1.1761,7.7945,5.7756,7.7977,44.49,120.49,938.60,3.5170,10.959,1.4434,6.4728,1.5426,7.2600,108.500,7.0829,1.2482,32.830,35.860,0.5144,2.145,0.7750
20070112,1.2778,2.1410,1.1706,7.7984,5.7663,7.7992,44.43,120.36,939.60,3.5120,10.979,1.4461,6.4623,1.5428,7.2275,108.350,7.0330,1.2485,32.740,35.880,0.5108,2.145,0.7736
20070115,,,,,,,,,,,,,,,7.2275,,,,,,,,
20070116,1.2778,2.1426,1.1748,7.7900,5.7683,7.8005,44.20,120.64,938.10,3.5010,10.992,1.4399,6.4348,1.5393,7.2500,108.900,7.0117,1.2480,32.770,35.790,0.5101,2.145,0.7741
20070117,1.2715,2.1317,1.1737,7.7752,5.7557,7.8039,44.09,120.54,936.70,3.5000,10.918,1.4472,6.4390,1.5373,7.1670,108.750,7.0183,1.2456,32.780,35.650,0.5071,2.145,0.7723
20070118,1.2681,2.1300,1.1752,7.7705,5.7576,7.8100,44.15,121.32,936.40,3.5000,10.923,1.4399,6.4693,1.5380,7.1450,108.750,7.0442,1.2496,32.790,35.200,0.5072,2.145,0.7727
20070119,1.2671,2.1280,1.1722,7.7752,5.7484,7.8072,44.15,121.22,936.20,3.4990,10.886,1.4378,6.4446,1.5375,7.1355,108.650,7.0231,1.2479,32.810,35.170,0.5061,2.145,0.7711
20070122,1.2669,2.1320,1.1758,7.7759,5.7526,7.7973,44.11,121.56,940.50,3.5005,10.909,1.4298,6.4476,1.5377,7.1200,108.600,7.0368,1.2484,32.950,35.030,0.5058,2.145,0.7718
20070123,1.2625,2.1340,1.1813,7.7756,5.7229,7.7998,44.14,121.54,940.00,3.5005,10.961,1.4241,6.4026,1.5343,7.1200,108.350,6.9686,1.2404,32.950,35.000,0.5039,2.145,0.7678
20070124,1.2791,2.1280,1.1824,7.7705,5.7493,7.8035,44.15,120.77,935.50,3.4995,10.949,1.4355,6.3514,1.5353,7.1340,108.430,6.9890,1.2481,32.820,35.190,0.5083,2.145,0.7714
20070125,1.2863,2.1300,1.1781,7.7705,5.7410,7.8063,44.15,120.97,935.90,3.5000,10.988,1.4292,6.3108,1.5347,7.2375,108.650,6.9935,1.2439,32.850,34.070,0.5075,2.145,0.7704
20070126,1.2947,2.1350,1.1798,7.7748,5.7743,7.8091,44.08,121.53,940.50,3.5000,11.043,1.4386,6.3304,1.5385,7.2800,108.750,7.0418,1.2534,32.930,33.400,0.5103,2.145,0.7747
20070129,1.2943,2.1370,1.1815,7.7730,5.7553,7.8112,44.13,121.81,940.10,3.5010,11.092,1.4337,6.3007,1.5392,7.3310,108.700,6.9933,1.2528,32.990,34.000,0.5104,2.145,0.7723
20070130,1.2947,2.1330,1.1814,7.7750,5.7531,7.8100,44.23,121.70,942.20,3.5013,11.051,1.4514,6.2857,1.5375,7.3145,108.620,6.9720,1.2530,32.970,34.250,0.5098,2.145,0.7720
20070131,1.2920,2.1225,1.1792,7.7714,5.7365,7.8078,44.07,121.02,941.00,3.5000,11.038,1.4586,6.2606,1.5362,7.2515,108.580,6.9653,1.2470,32.950,34.780,0.5099,2.145,0.7693
20070201,1.2910,2.1052,1.1756,7.7575,5.7245,7.8041,44.01,120.67,937.00,3.5000,10.984,1.4674,6.2376,1.5342,7.1930,108.580,6.9436,1.2427,32.860,35.130,0.5080,2.145,0.7680
20070202,1.2908,2.0960,1.1838,7.7555,5.7515,7.8068,44.00,121.02,937.00,3.5000,11.003,1.4710,6.2674,1.5358,7.2225,108.650,6.9889,1.2476,32.910,34.920,0.5086,2.145,0.7716
20070205,1.2872,2.0925,1.1816,7.7602,5.7633,7.8086,44.03,120.34,935.50,3.5000,10.928,1.4628,6.2750,1.5337,7.2100,108.650,7.0564,1.2481,32.920,34.480,0.5102,2.145,0.7732
20070206,1.2872,2.0852,1.1819,7.7565,5.7468,7.8090,44.03,120.35,932.50,3.4955,10.922,1.4708,6.2474,1.5330,7.1960,108.650,7.0393,1.2414,32.920,34.080,0.5078,2.145,0.7711
20070207,1.2844,2.0850,1.1851,7.7474,5.7232,7.8130,44.01,120.65,933.20,3.4925,10.940,1.4594,6.2160,1.5315,7.1675,108.650,6.9993,1.2398,33.010,34.180,0.5076,2.145,0.7680
20070208,1.2801,2.0970,1.1852,7.7484,5.7178,7.8141,43.98,121.19,934.50,3.4930,10.967,1.4571,6.2269,1.5322,7.1706,108.550,6.9653,1.2471,33.030,34.220,0.5106,2.145,0.7672
20070209,1.2878,2.0993,1.1736,7.7476,5.7307,7.8131,43.93,121.59,934.30,3.4928,10.956,1.4626,6.2550,1.5335,7.1575,108.580,6.9950,1.2484,32.960,33.600,0.5125,2.145,0.7689
20070212,1.2943,2.1135,1.1746,7.7570,5.7485,7.8136,44.00,121.77,937.40,3.4923,11.012,1.4590,6.2455,1.5409,7.2800,108.520,7.0409,1.2532,33.020,33.600,0.5135,2.145,0.7715
20070213,1.2863,2.1080,1.1686,7.7632,5.7227,7.8141,44.02,121.24,939.40,3.4990,10.990,1.4516,6.2146,1.5424,7.2710,108.650,7.0316,1.2489,33.080,33.400,0.5143,2.145,0.7678
20070214,1.2767,2.0980,1.1660,7.7565,5.6780,7.8133,44.00,120.80,938.20,3.4955,10.917,1.4399,6.1614,1.5368,7.1960,108.780,6.9595,1.2399,32.980,33.360,0.5095,2.145,0.7618
20070215,1.2744,2.0870,1.1642,7.7545,5.6710,7.8087,43.91,119.49,934.20,3.4950,10.952,1.4409,6.1651,1.5349,7.1950,108.720,7.0310,1.2362,32.900,33.330,0.5120,2.145,0.7610
20070216,1.2710,2.0898,1.1638,7.7426,5.6745,7.8124,43.87,119.23,936.00,3.4920,10.992,1.4337,6.1173,1.5315,7.1735,108.700,7.0379,1.2341,32.940,33.210,0.5128,2.145,0.7612
20070219,,,,,,,,,,,,,,,7.1735,,,,,,,,
20070220,1.2736,2.0810,1.1697,7.7466,5.6749,7.8141,44.12,120.10,938.20,3.4925,10.974,1.4276,6.1365,1.5342,7.1090,108.720,7.0510,1.2369,32.980,33.630,0.5116,2.145,0.7614
20070221,1.2660,2.0791,1.1609,7.7426,5.6781,7.8127,44.00,120.99,938.20,3.4925,10.990,1.4160,6.1427,1.5332,7.1190,108.720,7.0839,1.2393,32.980,33.700,0.5122,2.145,0.7618
20070222,1.2666,2.0740,1.1616,7.7436,5.6762,7.8112,44.05,121.30,938.70,3.4940,10.977,1.4174,6.1414,1.5335,7.0740,108.800,7.0823,1.2383,32.980,33.820,0.5110,2.145,0.7614
20070223,1.2626,2.0870,1.1586,7.7416,5.6611,7.8087,44.08,121.10,937.50,3.4920,11.029,1.4150,6.1246,1.5306,7.0700,108.750,7.0572,1.2332,33.070,33.520,0.5092,2.145,0.7596
20070226,1.2609,2.0828,1.1601,7.7500,5.6638,7.8127,44.04,120.76,938.50,3.4910,11.072,1.4086,6.1161,1.5275,7.0701,108.780,7.0481,1.2327,32.960,33.770,0.5094,2.145,0.7599
20070227,1.2606,2.1045,1.1639,7.7416,5.6262,7.8136,44.21,118.67,938.50,3.4940,11.148,1.4196,6.1115,1.5258,7.2120,108.720,6.9711,1.2205,32.920,34.130,0.5086,2.145,0.7549
20070228,1.2671,2.1200,1.1700,7.7410,5.6308,7.8119,44.08,118.33,942.30,3.5000,11.158,1.4261,6.1316,1.5281,7.2480,108.830,6.9980,1.2189,32.980,33.800,0.5099,2.145,0.7559
20070301,1.2718,2.1230,1.1711,7.7435,5.6552,7.8119,44.11,117.53,941.40,3.5050,11.185,1.4403,6.1551,1.5267,7.2875,108.980,7.0502,1.2226,32.880,33.680,0.5108,2.145,0.7591
20070302,1.2765,2.1210,1.1752,7.7445,5.6485,7.8146,44.10,116.82,947.40,3.5070,11.177,1.4524,6.1607,1.5265,7.3680,108.780,7.0407,1.2173,32.840,33.560,0.5139,2.145,0.7586
20070305,1.2940,2.1385,1.1810,7.7415,5.6874,7.8149,44.43,116.01,949.10,3.5160,11.174,1.4745,6.2500,1.5312,7.4625,108.800,7.1060,1.2218,32.920,33.130,0.5199,2.145,0.7637
20070306,1.2925,2.1235,1.1759,7.7453,5.6803,7.8151,44.18,116.50,947.60,3.5120,11.140,1.4691,6.2226,1.5286,7.4100,108.850,7.0618,1.2241,32.960,32.650,0.5189,2.145,0.7629
20070307,1.2878,2.1140,1.1785,7.7430,5.6645,7.8177,44.18,116.41,947.10,3.5090,11.155,1.4622,6.1983,1.5260,7.4247,108.850,7.0432,1.2208,32.920,32.700,0.5177,2.145,0.7606
20070308,1.2890,2.1034,1.1802,7.7400,5.6716,7.8129,44.19,117.35,945.60,3.5060,11.145,1.4599,6.2010,1.5277,7.3675,109.050,7.0768,1.2287,32.970,33.050,0.5181,2.145,0.7617
20070309,1.2811,2.0955,1.1712,7.7445,5.6783,7.8141,44.07,118.15,945.10,3.5020,11.117,1.4461,6.1780,1.5260,7.3202,109.070,7.0928,1.2332,32.960,32.710,0.5177,2.145,0.7623
20070312,1.2757,2.0915,1.1689,7.7454,5.6483,7.8143,44.11,117.51,943.80,3.5000,11.157,1.4426,6.1347,1.5268,7.3520,109.300,7.0471,1.2250,32.980,32.820,0.5184,2.145,0.7584
20070313,1.2705,2.0885,1.1687,7.7410,5.6440,7.8154,44.08,116.96,944.30,3.5060,11.162,1.4337,6.1290,1.5288,7.4200,109.550,7.0311,1.2218,32.960,32.910,0.5175,2.145,0.7576
20070314,1.2723,2.1060,1.1755,7.7370,5.6329,7.8148,44.25,116.33,946.20,3.5145,11.180,1.4489,6.1404,1.5338,7.4805,109.580,7.0294,1.2139,33.030,32.850,0.5171,2.145,0.7560
20070315,1.2684,2.0900,1.1757,7.7430,5.6219,7.8116,44.19,117.26,944.10,3.5110,11.142,1.4393,6.1263,1.5326,7.4110,109.550,6.9889,1.2142,33.040,32.900,0.5164,2.145,0.7548
20070316,1.2582,2.0900,1.1738,7.7280,5.5960,7.8108,44.08,116.77,944.60,3.5115,11.158,1.4333,6.1113,1.5254,7.4750,109.750,6.9674,1.2079,33.100,32.800,0.5149,2.145,0.7515
20070319,1.2506,2.0790,1.1750,7.7355,5.6001,7.8124,44.04,117.58,943.60,3.5015,11.149,1.4243,6.1271,1.5251,7.4265,109.850,6.9860,1.2125,33.110,32.950,0.5139,2.145,0.7519
20070320,1.2475,2.0753,1.1638,7.7320,5.6032,7.8124,43.53,117.32,941.30,3.4956,11.108,1.4198,6.1573,1.5259,7.3965,109.850,6.9862,1.2137,33.130,32.750,0.5107,2.145,0.7524
20070321,1.2477,2.0720,1.1578,7.7350,5.5986,7.8107,43.28,117.83,937.70,3.4700,11.080,1.4194,6.1586,1.5230,7.3470,109.820,6.9850,1.2151,33.110,31.900,0.5103,2.145,0.7516
20070322,1.2372,2.0555,1.1574,7.7286,5.5752,7.8093,43.52,117.79,937.90,3.4695,11.014,1.3994,6.0967,1.5176,7.1860,109.830,6.9622,1.2115,32.990,31.800,0.5083,2.145,0.7486
20070323,1.2404,2.0670,1.1601,7.7290,5.5996,7.8105,43.56,117.82,937.20,3.4575,11.013,1.4037,6.1007,1.5177,7.2205,109.830,6.9821,1.2169,33.040,32.100,0.5094,2.145,0.7518
20070326,1.2350,2.0610,1.1627,7.7396,5.5862,7.8130,43.20,117.84,937.65,3.4530,11.026,1.3963,6.0864,1.5151,7.2280,108.950,6.9786,1.2144,33.060,32.450,0.5078,2.145,0.7499
20070327,1.2362,2.0612,1.1584,7.7334,5.5756,7.8130,43.03,117.80,940.70,3.4527,11.050,1.3920,6.0994,1.5156,7.2415,109.000,6.9776,1.2130,33.060,31.920,0.5085,2.145,0.7487
20070328,1.2401,2.0740,1.1579,7.7318,5.5874,7.8139,42.78,116.83,939.60,3.4615,11.088,1.4071,6.0802,1.5174,7.3500,108.830,7.0101,1.2147,33.060,31.950,0.5099,2.145,0.7501
20070329,1.2379,2.0540,1.1577,7.7280,5.5849,7.8127,43.45,117.75,940.40,3.4500,11.058,1.3996,6.0910,1.5174,7.2907,109.400,6.9898,1.2166,33.080,32.300,0.5095,2.145,0.7499
20070330,1.2340,2.0580,1.1530,7.7232,5.5709,7.8137,43.10,117.56,941.10,3.4560,11.043,1.3970,6.0774,1.5173,7.2900,109.000,6.9837,1.2126,33.010,32.250,0.5080,2.145,0.7477
20070402,1.2246,2.0465,1.1556,7.7296,5.5692,7.8155,43.05,117.69,937.00,3.4580,11.031,1.3862,6.0992,1.5208,7.2800,108.830,7.0057,1.2139,33.060,32.450,0.5054,2.145,0.7477
20070403,1.2299,2.0370,1.1573,7.7267,5.5749,7.8153,43.04,118.83,936.40,3.4600,10.979,1.3872,6.1114,1.5184,7.1750,108.310,7.0035,1.2192,33.120,32.450,0.5055,2.145,0.7483
20070404,1.2225,2.0308,1.1583,7.7345,5.5757,7.8166,42.84,118.72,936.10,3.4550,10.997,1.3879,6.1178,1.5145,7.1710,108.450,6.9600,1.2194,33.050,32.170,0.5062,2.145,0.7483
20070405,1.2206,2.0304,1.1509,7.7250,5.5518,7.8162,42.76,118.66,932.10,3.4490,10.990,1.3831,6.0698,1.5127,7.1310,108.350,6.9073,1.2145,33.060,32.200,0.5074,2.145,0.7448
20070406,1.2229,2.0306,1.1511,7.7248,5.5743,7.8174,42.74,119.33,931.60,3.4480,10.970,1.3848,6.0930,1.5134,7.1250,108.350,6.9355,1.2215,33.140,32.430,0.5088,2.145,0.7474
20070409,1.2244,2.0215,1.1522,7.7290,5.5772,7.8175,42.65,119.28,932.60,3.4450,10.971,1.3879,6.1007,1.5133,7.1125,108.410,6.9452,1.2250,33.060,32.400,0.5100,2.145,0.7481
20070410,1.2121,2.0310,1.1479,7.7304,5.5491,7.8124,42.65,119.07,933.60,3.4465,11.016,1.3716,6.0259,1.5163,7.1525,108.550,6.9003,1.2165,33.110,32.600,0.5072,2.145,0.7443
20070411,1.2108,2.0305,1.1449,7.7317,5.5489,7.8129,42.69,119.36,932.20,3.4490,10.988,1.3731,6.0259,1.5175,7.1330,109.300,6.9027,1.2194,33.120,32.190,0.5054,2.145,0.7443
20070412,1.2083,2.0367,1.1362,7.7240,5.5294,7.8143,42.65,118.99,931.60,3.4460,11.013,1.3725,5.9994,1.5182,7.1860,109.050,6.8731,1.2157,33.100,32.330,0.5058,2.145,0.7416
20070413,1.2011,2.0192,1.1379,7.7222,5.5129,7.8120,42.42,119.27,929.00,3.4410,10.992,1.3559,5.9914,1.5163,7.1950,109.050,6.8735,1.2154,33.130,32.400,0.5043,2.145,0.7398
20070416,1.2009,2.0316,1.1309,7.7283,5.5011,7.8134,41.75,119.84,931.40,3.4390,10.987,1.3497,5.9551,1.5140,7.0970,109.650,6.7987,1.2132,33.150,32.550,0.5023,2.145,0.7380
20070417,1.1952,2.0317,1.1293,7.7288,5.4933,7.8117,41.98,118.96,928.60,3.4340,10.987,1.3434,5.9554,1.5130,7.0595,109.850,6.7873,1.2092,33.130,32.400,0.4985,2.145,0.7370
20070418,1.1972,2.0380,1.1288,7.7208,5.4891,7.8095,42.00,118.27,927.90,3.4280,10.991,1.3455,5.9725,1.5119,7.0680,109.850,6.7845,1.2056,33.160,32.300,0.4990,2.145,0.7367
20070419,1.1967,2.0310,1.1286,7.7125,5.4776,7.8133,42.08,118.36,928.50,3.4270,11.001,1.3443,5.9622,1.5124,7.0600,110.300,6.7660,1.2044,33.110,32.490,0.4993,2.145,0.7350
20070420,1.1957,2.0240,1.1227,7.7150,5.4789,7.8137,41.70,118.81,927.40,3.4200,10.986,1.3401,5.9560,1.5109,7.0230,109.650,6.7590,1.2081,33.150,32.350,0.4988,2.145,0.7352
20070423,1.1992,2.0231,1.1225,7.7280,5.4871,7.8148,41.65,118.47,926.10,3.4200,10.969,1.3401,5.9664,1.5122,7.0725,109.850,6.7681,1.2088,33.170,32.400,0.4996,2.145,0.7364
20070424,1.2071,2.0359,1.1228,7.7345,5.4680,7.8154,40.75,118.52,927.25,3.4200,11.003,1.3466,5.9490,1.5142,7.0355,109.900,6.7512,1.2031,33.170,32.580,0.4993,2.145,0.7341
20070425,1.2000,2.0221,1.1146,7.7203,5.4606,7.8180,40.58,118.62,926.60,3.4190,10.939,1.3419,5.9612,1.5110,6.9820,109.950,6.7149,1.2030,33.180,32.200,0.4990,2.145,0.7328
20070426,1.2115,2.0210,1.1202,7.7300,5.4824,7.8210,40.56,119.50,928.55,3.4200,10.926,1.3563,5.9823,1.5156,7.0125,110.000,6.7339,1.2092,33.280,32.350,0.5024,2.145,0.7358
20070427,1.2032,2.0305,1.1152,7.7139,5.4680,7.8212,40.79,119.59,929.00,3.4200,10.924,1.3495,5.9676,1.5182,7.0530,110.250,6.7119,1.2081,33.270,32.800,0.5004,2.145,0.7339
20070430,1.2011,2.0308,1.1068,7.7090,5.4553,7.8212,41.04,119.44,931.00,3.4200,10.930,1.3468,5.9441,1.5197,7.0310,110.650,6.6975,1.2064,33.330,32.800,0.5000,2.145,0.7321
20070501,1.2067,2.0330,1.1088,7.7065,5.4792,7.8222,41.00,119.77,930.70,3.4200,10.931,1.3483,5.9702,1.5210,7.0390,110.600,6.7123,1.2151,33.350,32.950,0.5002,2.145,0.7353
20070502,1.2126,2.0243,1.1087,7.7039,5.4792,7.8215,41.04,120.05,929.80,3.4255,10.929,1.3537,5.9682,1.5260,7.0410,110.600,6.7093,1.2138,33.340,32.650,0.5023,2.145,0.7354
20070503,1.2134,2.0220,1.1069,7.7050,5.4912,7.8211,40.82,120.33,926.70,3.4145,10.897,1.3581,5.9823,1.5233,6.9700,110.750,6.7323,1.2151,33.300,32.820,0.5031,2.145,0.7371
20070504,1.2185,2.0283,1.1069,7.7035,5.4828,7.8207,40.58,120.16,927.30,3.4155,10.883,1.3600,5.9695,1.5154,6.9280,110.800,6.7496,1.2115,33.270,32.550,0.5017,2.145,0.7360
20070507,1.2115,2.0235,1.1024,7.7039,5.4714,7.8182,40.53,119.96,922.30,3.4130,10.850,1.3556,5.9700,1.5138,6.8780,110.950,6.7306,1.2096,33.210,32.510,0.5014,2.145,0.7344
20070508,1.2082,2.0245,1.1048,7.6951,5.5054,7.8180,40.64,119.89,922.70,3.4065,10.848,1.3565,6.0115,1.5160,6.9265,110.880,6.7878,1.2182,33.260,32.650,0.5025,2.145,0.7390
20070509,1.2070,2.0220,1.1063,7.6941,5.4997,7.8197,40.67,119.80,923.20,3.3970,10.823,1.3615,6.0076,1.5157,6.8976,110.300,6.7976,1.2165,33.280,32.650,0.5009,2.145,0.7381
20070510,1.2019,2.0167,1.1073,7.6936,5.5144,7.8204,41.04,120.37,925.65,3.4015,10.818,1.3650,6.0512,1.5179,6.9850,110.900,6.8199,1.2192,33.330,32.530,0.5042,2.145,0.7401
20070511,1.2011,2.0173,1.1136,7.6835,5.5113,7.8201,40.74,120.19,926.10,3.3995,10.813,1.3620,6.0475,1.5171,6.9715,110.850,6.8309,1.2188,33.280,32.750,0.5044,2.145,0.7397
20070514,1.2000,2.0103,1.1067,7.6719,5.5014,7.8116,40.59,120.37,923.15,3.3985,10.798,1.3543,6.0524,1.5158,6.9400,110.900,6.8094,1.2194,33.320,33.350,0.5050,2.145,0.7383
20070515,1.1979,1.9888,1.0976,7.6938,5.4784,7.8141,40.64,120.22,924.20,3.3980,10.798,1.3537,6.0101,1.5149,6.9100,110.920,6.7539,1.2135,33.330,33.080,0.5035,2.145,0.7351
20070516,1.2124,1.9636,1.1028,7.6830,5.5111,7.8185,40.58,120.74,923.60,3.3975,10.795,1.3637,6.0450,1.5223,6.9725,110.900,6.8095,1.2220,33.340,33.400,0.5057,2.145,0.7395
20070517,1.2167,1.9541,1.0976,7.6730,5.5231,7.8204,40.59,121.30,927.80,3.4015,10.800,1.3689,6.0592,1.5266,7.0315,110.900,6.8377,1.2268,33.370,33.160,0.5064,2.145,0.7411
20070518,1.2121,1.9631,1.0883,7.6636,5.5162,7.8188,40.36,121.09,934.00,3.3915,10.822,1.3680,6.0468,1.5257,7.0305,110.900,6.8194,1.2267,33.350,32.870,0.5062,2.145,0.7401
20070521,1.2195,1.9426,1.0854,7.6656,5.5387,7.8215,40.48,121.57,929.90,3.3910,10.794,1.3710,6.0669,1.5275,7.0320,110.850,6.8519,1.2306,33.380,32.900,0.5077,2.145,0.7431
20070522,1.2176,1.9376,1.0854,7.6560,5.5350,7.8236,40.14,121.47,931.70,3.3830,10.764,1.3746,6.0385,1.5331,7.0445,110.830,6.8199,1.2300,33.390,32.800,0.5059,2.145,0.7427
20070523,1.2127,1.9415,1.0816,7.6490,5.5271,7.8228,40.28,121.52,931.20,3.3855,10.771,1.3676,6.0157,1.5289,7.0431,110.750,6.8231,1.2266,33.410,32.680,0.5030,2.145,0.7417
20070524,1.2185,1.9650,1.0841,7.6525,5.5485,7.8233,40.43,121.46,932.70,3.3840,10.833,1.3791,6.0318,1.5288,7.1481,110.800,6.8416,1.2294,33.290,32.730,0.5037,2.145,0.7447
20070525,1.2210,1.9456,1.0794,7.6527,5.5381,7.8225,40.28,121.72,928.00,3.3900,10.775,1.3761,6.0159,1.5286,7.1010,110.770,6.8346,1.2281,33.230,32.550,0.5039,2.145,0.7434
20070528,,,,,,,,,,,,,,,7.1010,,,,,,,,
20070529,1.2192,1.9420,1.0719,7.6514,5.5254,7.8194,40.19,121.79,927.50,3.3920,10.797,1.3719,6.0114,1.5279,7.1330,110.800,6.8779,1.2227,33.020,32.780,0.5047,2.145,0.7417
20070530,1.2165,1.9498,1.0753,7.6463,5.5494,7.8044,40.53,121.48,930.80,3.4015,10.813,1.3691,6.0716,1.5307,7.1800,110.770,6.9376,1.2259,32.970,32.600,0.5064,2.145,0.7452
20070531,1.2089,1.9225,1.0701,7.6516,5.5370,7.8087,40.36,121.76,927.40,3.3970,10.738,1.3578,6.0403,1.5307,7.1220,110.870,6.9191,1.2252,33.090,33.030,0.5051,2.145,0.7433
20070601,1.2029,1.9010,1.0602,7.6483,5.5406,7.8106,40.27,122.10,928.10,3.3970,10.712,1.3452,6.0253,1.5312,7.0810,110.800,6.9293,1.2299,33.000,32.900,0.5049,2.145,0.7440
20070604,1.1989,1.9182,1.0579,7.6503,5.5206,7.8062,40.50,121.72,927.30,3.3940,10.747,1.3382,5.9847,1.5300,7.1215,110.800,6.9161,1.2231,33.000,32.810,0.5020,2.145,0.7414
20070605,1.1946,1.9401,1.0605,7.6397,5.5045,7.8086,40.28,121.49,926.50,3.4060,10.795,1.3305,5.9705,1.5300,7.1255,110.700,6.8872,1.2187,32.990,32.750,0.5015,2.145,0.7393
20070606,1.1893,1.9680,1.0586,7.6377,5.5191,7.8116,40.41,121.08,926.80,3.4320,10.858,1.3323,5.9887,1.5332,7.2085,110.720,6.9225,1.2176,33.010,32.710,0.5021,2.145,0.7412
20070607,1.1839,1.9673,1.0611,7.6525,5.5333,7.8146,40.51,121.34,926.50,3.4355,10.899,1.3238,5.9889,1.5360,7.2005,110.820,6.9280,1.2243,33.030,32.590,0.5051,2.145,0.7432
20070608,1.1867,1.9666,1.0622,7.6666,5.5714,7.8157,40.82,121.62,932.30,3.4605,10.979,1.3219,6.0677,1.5415,7.2685,110.900,6.9992,1.2345,32.980,32.600,0.5087,2.145,0.7486
20070611,1.1868,1.9430,1.0614,7.6680,5.5734,7.8141,40.55,121.78,931.70,3.4690,10.915,1.3346,6.0615,1.5415,7.2230,110.980,6.9962,1.2386,33.020,32.380,0.5080,2.145,0.7486
20070612,1.1850,1.9390,1.0636,7.6456,5.5872,7.8167,40.48,121.76,930.20,3.4540,10.924,1.3298,6.0862,1.5411,7.2225,110.950,7.0644,1.2424,33.020,32.400,0.5063,2.145,0.7505
20070613,1.1902,1.9467,1.0668,7.6370,5.6002,7.8148,40.70,122.37,931.50,3.4640,10.958,1.3326,6.0940,1.5439,7.2503,110.900,7.0708,1.2447,33.050,32.450,0.5069,2.145,0.7522
20070614,1.1977,1.9310,1.0684,7.6420,5.5929,7.8169,40.66,122.97,929.70,3.4550,10.909,1.3330,6.0874,1.5423,7.1970,110.960,7.0794,1.2452,33.170,32.400,0.5077,2.145,0.7513
20070615,1.1905,1.9098,1.0678,7.6245,5.5700,7.8188,40.52,123.55,927.60,3.4405,10.810,1.3275,6.0400,1.5390,7.1175,110.850,7.0405,1.2428,33.180,32.500,0.5059,2.145,0.7482
20070618,1.1875,1.9029,1.0720,7.6193,5.5538,7.8171,40.50,123.67,928.40,3.4255,10.767,1.3263,6.0249,1.5371,7.0860,110.900,7.0380,1.2409,33.170,32.430,0.5045,2.145,0.7462
20070619,1.1820,1.9017,1.0638,7.6175,5.5489,7.8171,40.58,123.39,927.60,3.4350,10.740,1.3194,6.0227,1.5378,7.0790,110.960,7.0116,1.2402,33.150,32.150,0.5029,2.145,0.7454
