date,exalus,exbzus,excaus,exchus,exdnus,exhkus,exinus,exjpus,exkous,exmaus,exmxus,exnzus,exnous,exsius,exsfus,exslus,exsdus,exszus,extaus,exthus,exukus,exvzus,exeuus,date,exalus,exbzus,excaus,exchus,exdnus,exhkus,exinus,exjpus,exkous,exmaus,exmxus,exnzus,exnous,exsius,exsfus,exslus,exsdus,exszus,extaus,exthus,exukus,exvzus,exeuus
1/3/00,1.5172,1.805,1.4465,8.2798,7.329,7.7765,43.55,101.7,1128,3.8,9.402,1.9033,7.964,1.6563,6.126,72.3,8.443,1.5808,31.38,36.97,0.6146,0.65,0.9847,1/3/00,,,,,,,,,,,,,,,,,,,,,,,
1/4/00,1.5239,1.8405,1.4518,8.2799,7.218,7.7775,43.55,103.09,1122.5,3.8,9.457,1.9238,7.934,1.6535,6.085,72.65,8.36,1.5565,30.6,37.13,0.6109,0.65,0.97,1/4/00,,,,,,,,,,,,,,,,,,,,,,,
1/5/00,1.5267,1.856,1.4518,8.2798,7.208,7.778,43.55,103.77,1135,3.8,9.535,1.9339,7.935,1.656,6.07,72.95,8.353,1.5526,30.8,37.1,0.6092,0.652,0.9676,1/5/00,,,,,,,,,,,,,,,,,,,,,,,
1/6/00,1.5291,1.84,1.4571,8.2797,7.2125,7.7785,43.55,105.19,1146.5,3.8,9.567,1.9436,7.94,1.6655,6.08,72.95,8.3675,1.554,31.75,37.62,0.607,0.65,0.9686,1/6/00,,,,,,,,,,,,,,,,,,,,,,,
1/7/00,1.5272,1.831,1.4505,8.2794,7.2285,7.7783,43.55,105.17,1138,3.8,9.52,1.938,7.966,1.6625,6.057,73.15,8.415,1.5623,30.85,37.3,0.6104,0.651,0.9714,1/7/00,,,,,,,,,,,,,,,,,,,,,,,
1/10/00,1.5242,1.819,1.4568,8.2794,7.254,7.7785,43.55,105.28,1133.5,3.8,9.445,1.935,8.024,1.6618,6.0765,73.3,8.449,1.5704,30.83,37.27,0.6107,0.652,0.9754,1/10/00,,,,,,,,,,,,,,,,,,,,,,,
1/11/00,1.5209,1.8225,1.457,8.2795,7.214,7.7785,43.6,106.09,1147,3.8,9.483,1.9365,7.969,1.669,6.09,73.35,8.397,1.5605,30.83,37.61,0.6068,0.652,0.9688,1/11/00,,,,,,,,,,,,,,,,,,,,,,,
1/12/00,1.5202,1.835,1.455,8.2796,7.236,7.7787,43.6,105.76,1144.5,3.8,9.515,1.9286,7.977,1.669,6.0685,73.35,8.418,1.566,30.8,37.54,0.6073,0.653,0.9727,1/12/00,,,,,,,,,,,,,,,,,,,,,,,
1/13/00,1.4954,1.814,1.4495,8.2798,7.252,7.7788,43.55,106.09,1135.5,3.8,9.51,1.9084,7.9425,1.67,6.057,73.35,8.417,1.5707,30.8,37.49,0.6067,0.653,0.9737,1/13/00,,,,,,,,,,,,,,,,,,,,,,,
1/14/00,1.5004,1.805,1.4497,8.2797,7.347,7.7789,43.55,105.86,1125,3.8,9.455,1.9186,7.997,1.6752,6.075,73.35,8.474,1.5945,30.83,37.55,0.6115,0.651,0.9874,1/14/00,,,,,,,,,,,,,,,,,,,,,,,
1/18/00,1.506,1.7942,1.4502,8.2793,7.356,7.779,43.6,105.49,1127,3.8,9.441,1.9342,8.01,1.6735,6.089,72.85,8.468,1.5942,30.89,37.4,0.6105,0.653,0.988,1/18/00,,,,,,,,,,,,,,,,,,,,,,,
1/19/00,1.5074,1.793,1.4527,8.2797,7.3655,7.7798,43.6,105.39,1134,3.8,9.418,1.9399,8,1.6753,6.114,73.2,8.487,1.5965,30.85,37.4,0.6083,0.653,0.9886,1/19/00,,,,,,,,,,,,,,,,,,,,,,,
1/20/00,1.5002,1.7785,1.4484,8.2794,7.343,7.7795,43.6,105.45,1126,3.8,9.408,1.9486,7.977,1.6765,6.1,72.95,8.468,1.5915,30.85,37.28,0.6047,0.654,0.9869,1/20/00,,,,,,,,,,,,,,,,,,,,,,,
1/21/00,1.5103,1.78,1.442,8.2795,7.3725,7.7792,43.6,104.96,1128,3.8,9.447,1.9592,7.999,1.681,6.128,73.3,8.493,1.5973,30.85,37.23,0.6059,0.654,0.9901,1/21/00,,,,,,,,,,,,,,,,,,,,,,,
1/24/00,1.5281,1.768,1.44,8.2789,7.428,7.7795,43.62,105.52,1124.5,3.8,9.485,1.9759,8.026,1.6825,6.1675,72.95,8.526,1.609,30.85,37.3,0.6053,0.654,0.9981,1/24/00,,,,,,,,,,,,,,,,,,,,,,,
1/25/00,1.5286,1.78,1.4389,8.2786,7.412,7.78,43.59,105.87,1127,3.8,9.525,1.9732,8.036,1.6867,6.1617,73.45,8.521,1.6085,30.85,37.27,0.6067,0.655,0.9959,1/25/00,0.010634098,0.008479911,0.006828671,3.58341E-05,0.002607413,3.04208E-05,0.000389846,0.005654069,0.002254592,4.67462E-16,0.004789232,0.003794923,0.007290494,0.002494299,0.005559904,0.002607188,0.002929234,0.001051773,0.000583128,0.004744399,0.013854048,0.00056011,0.002490685
1/26/00,1.5373,1.781,1.4379,8.2782,7.433,7.7805,43.65,105.85,1127.8,3.8,9.518,1.9763,8.0675,1.695,6.175,73.4,8.5285,1.6102,30.85,37.48,0.6099,0.655,0.9989,1/26/00,0.006313022,0.007351507,0.007667304,7.73055E-05,0.000754173,7.58364E-05,0.00087897,0.008232715,0.001463835,4.67462E-16,0.004132013,0.00448819,0.004397476,0.006655607,0.004474892,0.001396134,0.002903352,0.001119125,0.000129676,0.000400374,0.008953381,5.08932E-05,0.000433622
1/27/00,1.5267,1.78,1.435,8.2783,7.525,7.7805,43.63,104.91,1125,3.8,9.52,1.9716,8.1475,1.693,6.227,73.45,8.615,1.6317,30.83,37.46,0.6111,0.655,1.0111,1/27/00,0.014629634,0.00675555,0.009743845,5.39534E-05,0.010504321,5.86972E-05,0.000305694,0.019526601,0.004186841,4.67462E-16,0.004558501,0.00862683,0.004355598,0.00438417,0.002895249,0.001645544,0.006293961,0.013448886,0.000669894,0.00072025,0.007594745,0.000508647,0.010705825
1/28/00,1.5962,1.79,1.4495,8.2781,7.6165,7.78,43.65,107.15,1121,3.8,9.581,2.0534,8.27,1.71,6.3575,73.05,8.82,1.6485,30.75,37.65,0.6169,0.655,1.0241,1/28/00,0.030380362,0.000480678,0.000609777,6.8449E-05,0.021595709,1.97083E-05,0.000680111,0.00010887,0.007668952,4.67462E-16,0.011856567,0.032134186,0.018621351,0.013811953,0.023229139,0.004175963,0.029780345,0.022638451,0.003311491,0.003616396,0.001249736,0.000965987,0.022521908
1/31/00,1.5669,1.802,1.4517,8.2777,7.633,7.781,43.65,107.33,1124,3.8,9.64,2.019,8.301,1.701,6.3125,73.5,8.815,1.6495,30.75,37.55,0.618,0.656,1.0249,1/31/00,0.00932954,0.008446627,0.002123856,0.000108714,0.023010705,9.59695E-05,0.000603648,0.000192515,0.0045874,4.67462E-16,0.018801323,0.012728917,0.021709742,0.007440808,0.014473422,0.001867426,0.028488089,0.022343426,0.002287439,0.000328559,0.002465611,5.08156E-05,0.022483531
2/1/00,1.5835,1.795,1.4468,8.2774,7.6445,7.7807,43.62,107.67,1127,3.8,9.597,2.0392,8.277,1.699,6.28,73.55,8.768,1.654,31.75,37.51,0.6192,0.656,1.0276,2/1/00,0.018489535,0.005166762,0.001706602,0.000140524,0.023655647,3.77015E-05,0.000206285,0.00123368,0.001783268,4.67462E-16,0.014485604,0.021128289,0.017772386,0.00519459,0.007574457,0.002366794,0.022173518,0.024256423,0.031329684,0.001472989,0.003782557,0.000457108,0.024352802
2/2/00,1.5723,1.785,1.4435,8.2773,7.6215,7.7805,43.65,108.4,1131,3.8,9.575,2.0416,8.225,1.6985,6.2825,73.25,8.708,1.6502,30.8,37.65,0.6227,0.657,1.0238,2/2/00,0.0088072,7.09668E-05,0.004102715,0.000147369,0.019347291,8.13994E-06,0.000427827,0.006480845,0.00156744,4.67462E-16,0.012306261,0.020332348,0.010411228,0.003806012,0.006629683,0.002061725,0.014272181,0.020778048,0.000578669,0.001534001,0.008829486,0.000609199,0.019369142
2/3/00,1.5657,1.775,1.4417,8.2781,7.52,7.7812,43.65,107.92,1130.5,3.8,9.51,2.0133,8.158,1.6925,6.2575,73.55,8.577,1.6255,30.8,37.59,0.624,0.657,1.0114,2/3/00,0.002319562,0.004816129,0.005237047,4.3889E-05,0.00343686,6.55469E-05,0.000389613,0.000361509,0.001405481,4.67462E-16,0.005575959,0.003845924,0.000500782,0.000684907,0.001303067,0.001979892,0.002647359,0.003188644,0.000546238,0.000354578,0.009817672,0.000101482,0.004758546
2/4/00,1.5835,1.773,1.4467,8.2788,7.626,7.781,43.65,107.54,1130,3.8,9.481,2.0284,8.27,1.693,6.286,73.55,8.663,1.647,30.8,37.55,0.6283,0.657,1.0246,2/4/00,0.011618547,0.004933241,0.001644718,4.75132E-05,0.015974577,2.05633E-05,0.000328477,0.004326867,0.001228646,4.67462E-16,0.002802898,0.009363467,0.013186535,0.001352765,0.004387605,0.001797924,0.006629134,0.014912497,0.000546238,0.00181649,0.015905012,0.000355024,0.016246454
2/7/00,1.5775,1.77,1.4457,8.2788,7.609,7.782,43.64,108.75,1129.6,3.8,9.436,2.0259,8.259,1.6958,6.2905,73.5,8.66,1.6426,30.8,37.75,0.6283,0.657,1.0222,2/7/00,0.004890147,0.0058358,0.002380706,5.23453E-05,0.01151318,0.000134088,1.52767E-05,0.006074997,0.000986276,4.67462E-16,0.00160474,0.005624029,0.009984897,0.000701242,0.003617949,0.000912396,0.004972642,0.01012213,0.000502994,0.003108974,0.014428795,0.000861763,0.011668531
2/8/00,1.5741,1.765,1.4473,8.2788,7.5455,7.7809,43.63,109.59,1129.5,3.8,9.402,2.0243,8.1835,1.6968,6.299,73.6,8.595,1.6301,30.75,37.64,0.6209,0.658,1.014,2/8/00,0.000486814,0.008068459,0.001177818,5.67747E-05,0.001343441,2.69884E-05,0.0002826,0.013721016,0.000791241,4.67462E-16,0.004998642,0.002447974,0.00083635,0.000936181,0.003538433,0.002137712,0.003639989,0.000900551,0.00209317,0.000407202,0.001031825,0.000101327,0.001844289
2/9/00,1.576,1.77,1.4443,8.2788,7.504,7.781,43.65,109.11,1124,3.8,9.399,2.0325,8.145,1.6918,6.32,73.6,8.544,1.6232,30.65,37.55,0.6205,0.659,1.0087,2/9/00,0.00218641,0.004508769,0.003410975,5.91908E-05,0.006054976,2.87016E-05,0.000152753,0.008547061,0.004052608,4.67462E-16,0.004975651,0.00472414,0.00727793,0.004913282,0.00550642,0.001660361,0.011034802,0.00504872,0.005295355,0.003406025,0.000912409,0.001114037,0.005256255
2/10/00,1.5823,1.77,1.45,8.2788,7.547,7.782,43.58,108.74,1121,3.8,9.437,2.0263,8.175,1.6929,6.3425,72.82,8.585,1.628,30.65,37.42,0.6228,0.659,1.0137,2/10/00,0.000949192,0.003593444,0.000692433,6.24123E-05,0.001826964,8.91024E-05,0.001542668,0.004266795,0.00640269,4.67462E-16,0.000455446,0.00025656,0.005104897,0.005220014,0.007197939,0.009620005,0.007388223,0.003529676,0.005187738,0.007506034,0.001613604,0.000556708,0.001838054
2/11/00,1.5918,1.767,1.4515,8.2788,7.566,7.7814,43.65,108.99,1115,3.8,9.423,2.0346,8.212,1.6947,6.361,73.6,8.608,1.6305,30.63,37.43,0.628,0.658,1.0155,2/11/00,0.001833569,0.004750014,0.001598602,6.60365E-05,0.001044814,7.71064E-06,9.16464E-05,0.00594392,0.011700345,4.67462E-16,0.001670416,0.001826785,0.002215005,0.005076281,0.008099983,0.000865785,0.005861123,0.003646067,0.005804612,0.007951232,0.008586908,0.001517451,0.001789014
2/14/00,1.5926,1.769,1.4547,8.2779,7.612,7.78,43.65,108.65,1128,3.8,9.393,2.0542,8.248,1.6975,6.355,73.65,8.679,1.6435,30.72,37.49,0.6293,0.659,1.0222,2/14/00,0.000721569,0.002968363,0.003633604,4.18768E-05,0.003401353,0.000214179,6.87332E-05,0.002318602,0.000481615,4.67462E-16,0.004384679,0.010002344,0.000534152,0.004135989,0.005020092,0.001296088,0.001413448,0.002853673,0.002678354,0.007036471,0.009226789,0.000455028,0.003179713
2/15/00,1.5873,1.783,1.4585,8.2777,7.5743,7.781,43.64,108.75,1128,3.8,9.388,2.0534,8.2515,1.696,6.355,73.75,8.68,1.633,30.75,37.52,0.627,0.659,1.0169,2/15/00,0.006503139,0.005451128,0.005899068,6.56339E-05,0.003261795,0.000102804,0.00019092,0.002849476,0.00063841,4.67462E-16,0.004182828,0.008349716,0.000756461,0.005657667,0.003353986,0.002383067,0.000282338,0.005141827,0.001574752,0.006776789,0.004051436,0.001010611,0.00370016
2/16/00,1.587,1.775,1.452,8.2777,7.567,7.7814,43.75,109.38,1126,3.8,9.372,2.0412,8.239,1.7033,6.3375,73.41,8.6695,1.6302,30.72,37.7,0.6234,0.66,1.0161,2/16/00,0.00868468,0.001636476,0.000850125,6.60365E-05,0.00548449,6.76782E-05,0.002382807,0.008674589,0.001076696,4.67462E-16,0.005120185,0.001165705,0.003756118,0.001650923,0.000767327,0.002482131,0.001744457,0.007931517,0.002473252,0.002434378,0.003267016,5.05076E-05,0.005701649
2/17/00,1.5823,1.777,1.4522,8.2772,7.555,7.7815,43.68,110.27,1128,3.8,9.398,2.0255,8.285,1.706,6.325,73.65,8.68,1.6274,30.72,37.77,0.6231,0.661,1.0139,2/17/00,0.013614772,0.003614594,0.000542,0.000129657,0.008349726,7.2817E-05,0.000725495,0.017028877,0.000981755,4.67462E-16,0.00156172,0.007501923,0.000670737,0.000181679,0.003916093,0.000706541,0.001229286,0.010813341,0.002365269,0.000846516,0.004998164,0.001060124,0.009102045
2/18/00,1.5893,1.777,1.4512,8.2772,7.561,7.7808,43.68,110.88,1129,3.8,9.354,2.0371,8.257,1.7058,6.325,73.36,8.6725,1.6282,30.765,38.11,0.6256,0.661,1.0152,2/18/00,0.011067646,0.004200652,0.000775767,0.000128851,0.008397344,0.000181611,0.000710211,0.022717839,0.002017348,4.67462E-16,0.005662289,0.002534753,0.003912211,0.000572229,0.005002517,0.003635409,0.002515038,0.011082452,0.000768681,0.008032164,0.00206839,0.000555023,0.008609886
2/22/00,1.5982,1.785,1.4595,8.2773,7.4035,7.7825,43.65,111.04,1135,3.8,9.427,2.0338,8.145,1.7085,6.313,73.6,8.5395,1.5983,30.8,38.22,0.6186,0.661,0.994,2/22/00,0.006016228,0.0098629,0.004814665,0.000115966,0.03017439,2.48427E-05,7.63656E-06,0.024968847,0.007598864,4.67462E-16,0.003288598,0.003973397,0.018548174,0.001072264,0.007382134,0.000525086,0.017849955,0.030281336,0.00041684,0.010843692,0.014596796,1.67961E-16,0.030385797
2/23/00,1.6139,1.79,1.4651,8.278,7.436,7.7826,43.68,111.11,1136,3.8,9.413,2.0597,8.1775,1.714,6.335,73.6,8.577,1.6082,30.8,38.09,0.6232,0.661,0.9983,2/23/00,0.002706772,0.01396898,0.008422449,2.89917E-05,0.026002094,2.22724E-05,0.000717853,0.026189648,0.008680632,4.67462E-16,0.002826765,0.008674559,0.014962373,0.004128213,0.004655937,0.000579374,0.012927727,0.024322176,0.00041684,0.006748661,0.007959249,0.000554408,0.026260945
2/24/00,1.6276,1.782,1.4587,8.278,7.501,7.783,43.65,110.95,1144,3.8,9.382,2.0547,8.2055,1.7165,6.329,73.75,8.619,1.62,30.85,38.22,0.6257,0.662,1.0069,2/24/00,0.010375238,0.010410288,0.003280763,3.01996E-05,0.017297194,5.86783E-05,3.8184E-05,0.025305343,0.016295372,4.67462E-16,0.000380305,0.005966505,0.011990252,0.005386662,0.006514402,0.001484687,0.00765263,0.017034032,0.003110673,0.009899944,0.00468204,0.000453378,0.017671315
2/25/00,1.6194,1.774,1.4505,8.2786,7.6345,7.783,43.65,110.98,1137,3.8,9.378,2.0483,8.312,1.711,6.312,73.75,8.695,1.6475,30.8,37.88,0.6286,0.662,1.0243,2/25/00,0.003536401,0.006635243,0.003216097,3.98634E-05,0.000537761,3.9832E-05,3.8184E-05,0.026319197,0.010277224,4.67462E-16,0.000839547,0.002361992,0.000524015,0.001713432,0.01024203,0.001144812,0.001551185,3.03481E-05,0.00149574,0.000334501,0.000657114,5.03499E-05,0.000383855
2/28/00,1.6351,1.779,1.4538,8.2786,7.6975,7.783,43.68,109.17,1135,3.8,9.403,2.0636,8.3425,1.7185,6.3725,73.75,8.6895,1.6615,30.8,37.95,0.6275,0.662,1.0342,2/28/00,0.011856876,0.010236763,0.00152699,3.785E-05,0.008424168,2.14147E-05,0.000763709,0.009459347,0.008808483,4.67462E-16,0.004272135,0.009195698,0.003259416,0.005711811,0.001663242,0.000986283,0.000644872,0.008038829,0.001550018,0.001847941,0.003177125,0.000553571,0.008995297
2/29/00,1.6247,1.769,1.4505,8.2786,7.724,7.7833,43.65,109.88,1131.31,3.8,9.365,2.0555,8.381,1.7237,6.34,73.75,8.75,1.6665,30.76,38.13,0.6337,0.663,1.037,2/29/00,0.004049901,0.005005141,0.004313156,3.98634E-05,0.011792014,4.1972E-05,9.92844E-05,0.016444295,0.005806176,4.67462E-16,0.000723071,0.004918257,0.007402766,0.008349778,0.007948927,0.000895717,0.007896146,0.010878137,0.00022762,0.006449229,0.00659734,0.000452694,0.011621782
3/1/00,1.6483,1.769,1.447,8.2786,7.673,7.7824,43.63,107.1,1128.5,3.8,9.363,2.0606,8.3115,1.7182,6.3525,73.75,8.6865,1.6568,30.75,38.11,0.631,0.663,1.0309,3/1/00,0.0175822,0.005786065,0.007392536,4.18768E-05,0.00426504,9.37926E-05,0.000381854,0.009516411,0.0037181,4.67462E-16,0.001076311,0.007085012,0.002056761,0.004697398,0.006793361,0.000805168,0.000142003,0.004139469,5.41976E-05,0.005859375,0.001719804,0.000100543,0.004863974
3/2/00,1.6455,1.759,1.4543,8.2787,7.7446,7.7825,43.65,107.37,1120.5,3.8,9.341,2.05,8.4024,1.7214,6.368,73.9,8.805,1.6714,30.75,38,0.6343,0.664,1.0396,3/2/00,0.014098569,0.000707341,0.002797625,5.4762E-05,0.013325029,0.000101499,7.63709E-05,0.00628112,0.003057409,4.67462E-16,0.000770202,0.001291096,0.008398924,0.006342989,0.005217609,0.002840703,0.01405239,0.012834652,5.41976E-05,0.002761994,0.006559111,0.000904432,0.01304143
3/3/00,1.6442,1.744,1.451,8.2789,7.7415,7.7833,43.65,107.8,1120.5,3.8,9.315,2.05,8.397,1.7253,6.49,73.9,8.815,1.6712,30.75,38.01,0.6325,0.664,1.0397,3/3/00,0.011751048,0.007355662,0.005605888,7.93244E-05,0.012228065,1.02783E-05,7.63709E-05,0.001596088,0.002604829,4.67462E-16,0.002893731,0.001040105,0.006923473,0.00822412,0.01362168,0.0027772,0.01511249,0.012502802,0.000108389,0.002884734,0.003182693,0.000401768,0.012494279
3/6/00,1.6622,1.747,1.4555,8.2785,7.755,7.7835,43.63,107.74,1119.3,3.8,9.318,2.079,8.4125,1.7252,6.5,74,8.7865,1.675,30.8,38.1,0.6356,0.664,1.0413,3/6/00,0.022087217,0.004949621,0.002658663,2.77836E-05,0.01329324,1.28477E-06,0.000427657,0.001674069,0.003445309,4.67462E-16,0.001657119,0.015659095,0.007913947,0.00771028,0.014589273,0.003711926,0.011481065,0.014497728,0.001571731,0.005003033,0.007843718,0.00015058,0.013345184
3/7/00,1.657,1.747,1.4527,8.2784,7.787,7.784,43.63,106.2,1118.7,3.8,9.285,2.0678,8.436,1.7199,6.523,73.9,8.804,1.681,30.75,38.06,0.634,0.664,1.046,3/7/00,0.018017538,0.00460945,0.004700047,1.24824E-05,0.01681459,5.22466E-05,0.000427657,0.015472471,0.003923345,4.67462E-16,0.004460361,0.010737271,0.010106251,0.004113993,0.017618121,0.002196968,0.013721238,0.017749569,0.000119227,0.00358612,0.005115414,0.000702318,0.017262339
3/8/00,1.641,1.754,1.4592,8.2786,7.777,7.7845,43.65,106.89,1119.2,3.8,9.272,2.0513,8.454,1.714,6.4825,73.65,8.851,1.677,30.76,37.94,0.6307,0.665,1.0443,3/8/00,0.00702648,6.27177E-05,0.000116489,3.34206E-05,0.014550545,9.07869E-05,4.58211E-05,0.007929265,0.002912922,4.67462E-16,0.005338759,0.003386525,0.011518678,0.000178951,0.01025974,0.001419119,0.019361848,0.014652052,0.000346891,5.27176E-05,0.000332853,0.000300842,0.014638728
3/9/00,1.6247,1.735,1.457,8.2787,7.694,7.7842,43.63,106.45,1123,3.8,9.293,2.0338,8.393,1.708,6.4025,73.65,8.7235,1.6595,30.75,37.93,0.6323,0.665,1.0326,3/9/00,0.004233046,0.010563494,0.001610306,4.14736E-05,0.002538269,2.69785E-05,0.000435291,0.011162546,0.001194955,4.67462E-16,0.002718655,0.004655837,0.003361674,0.003891898,0.003781042,0.001464248,0.004367399,0.00315343,0.000173472,0.000535788,0.002229643,0.000300661,0.002067018
3/10/00,1.6297,1.738,1.4575,8.2785,7.7175,7.7848,43.65,106.27,1120.2,3.8,9.318,2.0202,8.395,1.7035,6.3875,73.8,8.72,1.6661,30.75,37.85,0.6332,0.666,1.0353,3/10/00,0.00234258,0.00817391,0.001297343,1.24823E-05,0.004795155,8.39313E-05,0.000114561,0.010852973,0.000775747,4.67462E-16,0.000347119,0.011126177,0.002825511,0.006771175,0.007209228,0.000438313,0.004083889,0.00661166,0.000433792,0.00284525,0.003454724,0.000751315,0.003852643
3/13/00,1.6221,1.749,1.4614,8.2781,7.7235,7.7842,43.65,105.32,1121,3.8,9.313,2.0272,8.419,1.7068,6.435,74.05,8.718,1.6702,30.75,37.93,0.6336,0.665,1.0365,3/13/00,0.008449866,0.001022396,0.001404735,4.30837E-05,0.004580128,1.8413E-05,0.000152753,0.018324851,0.000407838,4.67462E-16,0.000178993,0.007186211,0.005072118,0.005001807,0.000822943,0.003850012,0.003853594,0.008536308,0.000672539,0.00069378,0.00396664,0.001301562,0.004013471
3/14/00,1.6287,1.738,1.4632,8.278,7.7235,7.7845,43.64,104.85,1118.4,3.8,9.319,2.0392,8.443,1.7095,6.44,73.62,8.697,1.6715,30.74,37.87,0.6359,0.666,1.0369,3/14/00,0.005669562,0.006908216,0.002635871,6.32158E-05,0.003640229,2.141E-06,6.11023E-05,0.021160728,0.001544166,4.67462E-16,0.000995374,0.000462386,0.007099677,0.003617557,0.001235532,0.002542645,0.001283697,0.008905003,0.000678187,0.002108037,0.007690926,0.00020016,0.003513119
3/15/00,1.6327,1.7402,1.468,8.2778,7.6855,7.7847,43.65,105.58,1118.5,3.8,9.337,2.0471,8.417,1.715,6.475,73.62,8.6915,1.6618,30.75,38.16,0.6357,0.667,1.0314,3/15/00,0.004238709,0.005040928,0.006143323,9.70373E-05,0.0028397,7.70749E-06,0.000152753,0.012264831,0.000872134,4.67462E-16,0.003108415,0.004309111,0.002708596,0.00045072,0.002873096,0.002790345,0.000310745,0.002154912,0.001340548,0.005940037,0.006815578,0.000850298,0.003356288
3/16/00,1.6375,1.736,1.4724,8.2777,7.665,7.7846,43.58,105.63,1118,3.8,9.325,2.05,8.406,1.712,6.45,73.64,8.694,1.6593,30.815,37.96,0.635,0.667,1.0299,3/16/00,0.002193651,0.006669884,0.009574179,0.000115558,0.007039033,2.44066E-05,0.001481663,0.00982705,0.000619473,4.67462E-16,0.001951971,0.006828425,0.000168955,0.002276736,0.002363908,0.002771584,0.000285719,2.20972E-05,0.003876727,0.000527148,0.005155047,0.00029994,0.006310061
3/17/00,1.6483,1.737,1.4728,8.2785,7.676,7.7849,43.65,106.1,1117.3,3.8,9.322,2.064,8.4085,1.7161,6.47,74,8.666,1.662,30.74,37.97,0.6367,0.667,1.0316,3/17/00,0.003828633,0.00539579,0.009887684,2.17426E-05,0.006707785,5.13813E-06,0.000160392,0.003525073,0.000178673,4.67462E-16,0.001834152,0.014865684,0.000619623,0.000198163,0.000363083,0.002085421,0.003130794,0.001291276,0.001732556,0.000997394,0.0076174,0.000149903,0.005763411
3/20/00,1.6488,1.74,1.4703,8.2786,7.667,7.7855,43.63,106.5,1118.18,3.8,9.321,2.0683,8.421,1.72,6.492,73.9,8.6425,1.6605,30.75,38.04,0.6375,0.667,1.0299,3/20/00,0.003129202,0.0029358,0.007862465,1.40924E-05,0.008469031,5.52339E-05,0.000320777,0.001802932,0.001426669,4.67462E-16,0.002038981,0.017757322,0.000162715,0.002391364,0.001895659,0.000550596,0.005599555,0.000437811,0.002559379,0.002754676,0.008755736,0.000599341,0.008051933
3/21/00,1.6393,1.7395,1.4662,8.2783,7.676,7.7855,43.59,106.91,1117,3.8,9.3,2.0396,8.429,1.7188,6.484,73.75,8.65,1.6615,30.78,37.9,0.6359,0.668,1.0306,3/21/00,0.003723452,0.002631745,0.004735179,5.35508E-05,0.007563942,3.81065E-05,0.001267795,0.006489635,0.001081742,4.67462E-16,0.000161264,0.004104178,0.00041778,0.001639484,0.000511254,0.001705561,0.004496072,0.001462664,0.004061261,0.001163991,0.006006402,0.000399361,0.007623052
3/22/00,1.6513,1.729,1.472,8.2783,7.751,7.7858,43.65,106.77,1113,3.8,9.275,2.0509,8.466,1.7125,6.4575,73.7,8.711,1.675,30.75,37.8,0.6367,0.668,1.0408,3/22/00,0.002791436,0.008453095,0.008571487,5.75769E-05,0.002141505,5.86572E-05,0.000114561,0.006397004,0.001942312,4.67462E-16,0.003052647,0.010607544,0.004352272,0.002068704,0.005926724,0.002539892,0.002943626,0.010228945,0.003497283,0.003816945,0.007532361,9.97904E-05,0.002205082
3/23/00,1.6554,1.723,1.4727,8.2787,7.6875,7.7858,43.65,107.45,1110,3.8,9.238,2.0513,8.388,1.7115,6.478,73.75,8.645,1.6522,30.75,37.75,0.6317,0.669,1.0319,3/23/00,0.004780914,0.011912863,0.008627243,1.08712E-05,0.006980096,3.51079E-05,6.10958E-05,0.013449785,0.004081769,4.67462E-16,0.007289335,0.011672064,0.006129343,0.00262819,0.003749907,0.00197575,0.005046698,0.003882699,0.003934116,0.004951082,0.000574837,0.000947584,0.00725709
3/24/00,1.6491,1.73,1.465,8.2789,7.6575,7.7845,43.65,107.25,1108.7,3.8,9.188,2.0479,8.345,1.716,6.4835,73.74,8.5775,1.6333,30.7,37.72,0.6285,0.669,1.0284,3/24/00,0.000242615,0.008277728,0.002664647,1.12738E-05,0.011179727,0.000160978,1.52728E-05,0.012215801,0.005010099,4.67462E-16,0.013404442,0.010609949,0.011942725,0.000345885,0.003976311,0.00217859,0.012673235,0.015045982,0.002574472,0.005680695,0.005606156,0.000498504,0.010925598
3/27/00,1.6356,1.736,1.4605,8.2792,7.719,7.7855,43.62,107.13,1112.1,3.8,9.183,2.0276,8.406,1.716,6.465,73.85,8.6465,1.6468,30.65,37.8,0.6307,0.67,1.0368,3/27/00,0.009157639,0.005579296,0.001303787,4.67056E-05,0.003214576,4.92344E-05,0.000748332,0.012194584,0.001657172,4.67462E-16,0.014551542,0.000715643,0.005226721,0.000703681,0.007578122,0.000595448,0.004104214,0.006091722,0.001105081,0.003466776,0.001920095,0.001594578,0.002814842
3/28/00,1.6284,1.749,1.4541,8.2795,7.747,7.785,43.65,105.9,1112.5,3.8,9.184,1.99,8.39,1.715,6.49,73.85,8.5675,1.6551,30.64,37.8,0.63,0.669,1.0401,3/28/00,0.014052954,0.001752638,0.006463691,8.21373E-05,6.32543E-05,0.000136997,9.16296E-05,0.001178599,0.001008121,4.67462E-16,0.014860052,0.017479646,0.008037771,0.000610674,0.004173571,0.000708142,0.013341625,0.00061992,0.000985522,0.003309119,0.003001546,0.000398446,1.92293E-05
