date,exalus,exbzus,excaus,exchus,exdnus,exhkus,exinus,exjpus,exkous,exmaus,exmxus,exnzus,exnous,exsius,exsfus,exslus,exsdus,exszus,extaus,exthus,exukus,exvzus,exeuus,date,exalus,exbzus,excaus,exchus,exdnus,exhkus,exinus,exjpus,exkous,exmaus,exmxus,exnzus,exnous,exsius,exsfus,exslus,exsdus,exszus,extaus,exthus,exukus,exvzus,exeuus
11/19/02,1.7912,3.572,1.5853,8.2771,7.354,7.7995,48.23,121.65,1203.5,3.8,10.172,2.0153,7.29,1.7675,9.59,96.45,8.997,1.4527,34.73,43.36,0.6297,1.346,0.9894,11/19/02,0.003709556,0.021135651,0.011770913,1.32895E-05,0.011014577,3.3764E-05,0.001304537,0.006617109,0.009065384,4.67462E-16,0.001452861,0.001064663,0.005454312,0.000284852,0.002528099,0.000345483,0.009489321,0.01162527,1.91961E-05,0.001381852,0.012250788,0.004953057,0.011476491
11/20/02,1.7873,3.513,1.584,8.2771,7.4125,7.7996,48.25,122.52,1211.5,3.8,10.145,2.0105,7.31,1.7697,9.68,96.45,9.05,1.4649,34.82,43.49,0.6349,1.339,0.9976,11/20/02,0.001842288,0.03806836,0.011035865,1.28868E-05,0.00171084,4.70132E-05,0.000717964,0.000966762,0.001560362,4.67462E-16,0.004806749,5.80253E-05,0.001267884,0.001885222,0.016301419,0.000449081,0.00237116,0.002161563,0.002793537,0.001758279,0.003406219,0.008050178,0.001864334
11/21/02,1.7787,3.542,1.5783,8.2771,7.439,7.7995,48.21,122.92,1218,3.8,10.092,1.9881,7.3195,1.7705,9.63,96.45,9.018,1.4714,34.75,43.45,0.6348,1.329,1.0016,11/21/02,0.002635415,0.028851145,0.007337658,1.20814E-05,0.003263292,3.71833E-05,0.001429193,0.004847662,0.00459408,4.67462E-16,0.010306852,0.009701581,0.001628899,0.002722255,0.015646011,0.000552658,0.004891312,0.003437082,0.000739155,0.00083691,0.002916276,0.013899881,0.003516717
11/22/02,1.7737,3.5758,1.5804,8.2774,7.451,7.799,48.22,122.84,1206.9,3.8,10.124,1.99,7.326,1.77,9.475,96.45,9.0395,1.4768,34.71,43.39,0.6338,1.334,1.0034,11/22/02,0.004747049,0.018095944,0.008830351,2.49682E-05,0.00621836,2.69258E-05,0.001097922,0.004617993,0.004027134,4.67462E-16,0.006996665,0.006660532,0.004208648,0.002865059,0.003549937,0.00067347,0.001279038,0.008263372,0.000403179,0.000376289,0.003829812,0.007588157,0.006638019
11/25/02,1.7889,3.554,1.5735,8.2774,7.477,7.799,48.23,122.32,1215,3.8,10.115,2.0028,7.358,1.7735,9.275,96.45,9.097,1.4839,34.75,43.43,0.6383,1.335,1.0063,11/25/02,0.004738467,0.023883811,0.004492072,2.29546E-05,0.011174718,2.30793E-05,0.000725163,0.00063535,0.003432869,4.67462E-16,0.008096703,0.002053005,0.010303041,0.005279109,0.015234229,0.000794254,0.006469343,0.014387407,0.000796797,0.000768108,0.004184759,0.003111388,0.01093006
11/26/02,1.7867,3.601,1.572,8.2771,7.5025,7.7987,48.24,121.89,1201.1,3.8,10.159,2.0202,7.3425,1.7643,9.25,96.45,9.1365,1.4878,34.72,43.42,0.6458,1.325,1.0088,11/26/02,0.003788482,0.009982652,0.003592162,1.5303E-05,0.015674075,5.51344E-05,0.00036609,0.002716369,0.007776315,4.67462E-16,0.003768922,0.012540222,0.009304248,0.000217319,0.014379405,0.000915008,0.011964735,0.018018429,0.000143988,0.000729843,0.017157377,0.006597691,0.014467492
11/27/02,1.7976,3.59,1.575,8.2772,7.505,7.799,48.27,122.21,1197.4,3.8,10.154,2.0305,7.358,1.764,9.27,96.3,9.169,1.4895,34.77,43.39,0.6477,1.314,1.0106,11/27/02,0.01035687,0.01257251,0.005751408,1.32893E-05,0.016960177,9.83022E-06,0.000449066,0.000425678,0.010361424,4.67462E-16,0.004255987,0.019199398,0.012769038,0.00039131,0.008939501,0.002640982,0.016621035,0.02012862,0.001161351,0.000222835,0.021206149,0.011286682,0.017222116
11/29/02,1.7854,3.671,1.5658,8.2773,7.4748,7.7988,48.36,122.72,1198.7,3.8,10.154,2.008,7.334,1.7672,9.28,96.3,9.076,1.486,34.76,43.51,0.643,1.324,1.0068,11/29/02,0.003287348,0.011514903,0.000238373,1.24838E-05,0.013670567,3.33374E-05,0.002598408,0.0051025,0.00856864,4.67462E-16,0.004200651,0.008768111,0.010610909,0.002530152,0.004268697,0.002761477,0.00700927,0.018545386,0.000652516,0.003189486,0.014376913,0.002185545,0.014176443
12/2/02,1.7886,3.6225,1.5595,8.2773,7.4795,7.7988,48.32,124.61,1220,3.8,10.103,2.0101,7.314,1.7723,9.2425,96.3,9.0745,1.4845,34.79,43.73,0.6429,1.324,1.0074,12/2/02,0.005132624,0.001358171,0.004229126,1.40946E-05,0.015164697,3.03456E-05,0.001969933,0.021513456,0.010421699,4.67462E-16,0.009432112,0.011192997,0.0090809,0.00602453,0.004616583,0.002864736,0.007608651,0.018443349,0.001420046,0.008618502,0.014816842,0.002611491,0.015612923
12/3/02,1.7892,3.676,1.5573,8.2772,7.453,7.7987,48.28,124.42,1217.6,3.8,10.152,2.0056,7.302,1.7715,9.27,96.65,9.064,1.4767,34.84,43.65,0.6375,1.319,1.0032,12/3/02,0.005304086,0.014971473,0.005583072,2.85918E-05,0.012149506,4.2313E-05,0.001320438,0.020178913,0.008681821,4.67462E-16,0.004321928,0.009994528,0.008375974,0.00605012,0.001716353,0.000776598,0.007102532,0.013859582,0.002666871,0.006951386,0.006351194,0.006278252,0.011932982
12/4/02,1.7844,3.716,1.5579,8.2773,7.43,7.799,48.23,124.84,1216.5,3.8,10.223,1.9972,7.27,1.771,9.1525,96.65,9.075,1.4729,34.83,43.72,0.6377,1.321,1.0001,12/4/02,0.002334887,0.026242459,0.004950021,1.69134E-05,0.009644391,1.13884E-16,0.000414852,0.023628288,0.007795608,4.67462E-16,0.003090811,0.006895138,0.004779729,0.006137572,0.008077714,0.00069025,0.008963001,0.012077499,0.002023418,0.008558444,0.006804654,0.005395909,0.009410126
12/5/02,1.7813,3.753,1.5612,8.2771,7.433,7.799,48.27,124.99,1221,3.8,10.263,1.9928,7.29,1.776,9.125,96.75,9.07,1.4731,34.89,43.8,0.6366,1.317,1.0011,12/5/02,0.000522363,0.037186341,0.002653288,4.26862E-05,0.011064168,2.99185E-06,0.00147306,0.024802197,0.011719149,4.67462E-16,0.007210013,0.00616483,0.008761511,0.009618664,0.007256547,0.00167377,0.009042818,0.013405674,0.003508974,0.010357316,0.005311337,0.009501366,0.011443698
12/6/02,1.7848,3.718,1.566,8.2773,7.367,7.7985,48.24,123.69,1221,3.8,10.268,1.994,7.222,1.7672,9.2,96.75,9.009,1.4602,34.85,43.6,0.6357,1.324,0.992,12/6/02,0.002781133,0.028186165,0.000457851,1.85242E-05,0.003073532,6.24013E-05,0.001065257,0.01430973,0.011719149,4.67462E-16,0.007364579,0.008741754,0.000547239,0.005040749,0.005394891,0.001570075,0.002978096,0.005744356,0.002108694,0.005635557,0.00424425,0.004810583,0.0032261
12/9/02,1.7762,3.795,1.5615,8.2776,7.3625,7.7989,48.24,123.36,1209,3.8,10.175,1.9857,7.2515,1.7653,9.12,96.75,9.012,1.4595,34.76,43.39,0.6335,1.305,0.9913,12/9/02,0.002217046,0.051826353,0.002623051,7.24853E-06,0.003889204,5.55631E-06,0.001266112,0.011982565,0.002008437,4.67462E-16,0.002750807,0.005983109,0.006428243,0.004430502,0.000460738,0.001466402,0.004658007,0.007054094,0.000575043,0.000822678,0.001290798,0.020000501,0.003946378
12/10/02,1.7873,3.786,1.5612,8.2771,7.374,7.799,48.24,123.66,1213,3.8,10.172,1.9869,7.276,1.7663,8.98,96.7,9.03,1.4628,34.8,43.41,0.637,1.299,0.9928,12/10/02,0.004232765,0.050676307,0.00268302,6.68466E-05,0.006404558,1.15401E-05,0.001390821,0.014668355,0.005804312,4.67462E-16,0.003393218,0.008072086,0.011103236,0.005365593,0.011390658,0.000827986,0.007548243,0.010632785,0.000536686,0.001553512,0.007396005,0.025652565,0.006423621
12/11/02,1.7835,3.783,1.5562,8.2773,7.365,7.799,48.18,123.46,1208,3.8,10.18,1.9912,7.2945,1.763,8.87,96.7,9.021,1.4621,34.8,43.4,0.6352,1.309,0.9918,12/11/02,0.002144576,0.051106816,0.005478962,4.06718E-05,0.00622452,1.58142E-05,0.000242206,0.013332166,0.001926995,4.67462E-16,0.003240936,0.012105758,0.015143538,0.003820554,0.019763137,0.000724413,0.007529574,0.011483916,0.000488745,0.001623214,0.004989083,0.019206274,0.006460779
12/12/02,1.7696,3.779,1.555,8.2773,7.2885,7.799,48.22,122.75,1208,3.8,10.203,1.9627,7.2025,1.76,8.915,96.7,8.9445,1.449,34.79,43.37,0.6329,1.302,0.9815,12/12/02,0.004886717,0.052227107,0.005731166,5.23493E-05,0.003394262,1.66691E-05,0.001252777,0.008023125,0.00232881,4.67462E-16,0.001702477,0.00050076,0.003648576,0.002631909,0.010726836,0.000620861,0.000108062,0.003504301,0.000316283,0.001339121,0.00164065,0.02612945,0.003185608
12/13/02,1.7712,3.72,1.5603,8.2771,7.2635,7.7989,48.2,120.71,1205,3.8,10.19,1.947,7.169,1.748,8.7375,96.7,8.943,1.4421,34.79,43.27,0.6291,1.299,0.9779,12/13/02,0.003039514,0.037156407,0.001697641,7.57052E-05,0.005627499,2.13706E-06,0.000996843,0.008647947,0.000489866,4.67462E-16,0.003588645,0.006602243,0.000581544,0.003926172,0.027256848,0.000482825,0.00104287,0.000104026,0.000575209,0.000554349,0.003942431,0.030982693,0.00569058
12/16/02,1.7668,3.598,1.5627,8.2773,7.275,7.799,48.18,121.28,1203.4,3.8,10.195,1.9474,7.14,1.749,8.74,96.75,8.902,1.4448,34.75,43.19,0.6287,1.297,0.9794,12/16/02,0.004864531,0.004308833,0.000251764,4.87253E-05,0.002519182,1.4532E-05,0.000713114,0.002836588,2.76994E-06,4.67462E-16,0.003979523,0.004669816,0.001761597,0.002740705,0.023308726,0.000879326,0.002493207,0.003781782,0.00046022,0.001902678,0.00395019,0.039140635,0.002613802
12/17/02,1.7668,3.58,1.551,8.2776,7.2345,7.7986,48.16,121.27,1204,3.8,10.208,1.9327,7.1175,1.748,9.11,96.75,8.8695,1.4323,34.74,43.1,0.6264,1.275,0.974,12/17/02,0.004133474,0.001603125,0.006927815,8.0538E-06,0.006664799,3.97491E-05,0.000463947,0.002027162,0.001208546,4.67462E-16,0.003611518,0.010655996,0.003107047,0.002778301,0.022896718,0.000758542,0.005042375,0.003286887,0.00056579,0.003568043,0.007179877,0.060358169,0.006676548
12/18/02,1.7699,3.5325,1.5538,8.2774,7.246,7.798,48.15,121.12,1202,3.8,10.24,1.9444,7.125,1.7457,8.95,96.75,8.868,1.4296,34.8,43.06,0.625,1.256,0.9752,12/18/02,0.001000937,0.009723816,0.004580544,3.02018E-05,0.003071318,0.000120529,0.000408613,0.002514577,0.0004328,4.67462E-16,0.001530856,0.002138324,0.000229292,0.003470755,0.007136604,0.000655037,0.003655212,0.002964048,0.001419637,0.004039968,0.008613169,0.078390608,0.003477745
12/19/02,1.7699,3.465,1.5478,8.28,7.264,7.798,48.11,120.86,1202,3.8,10.192,1.9361,7.127,1.745,9,96.75,8.916,1.431,34.84,43,0.6255,1.275,0.9788,12/19/02,0.000359848,0.026586047,0.007922264,0.000295578,0.001550215,0.000121811,0.000256291,0.003944882,0.001102156,4.67462E-16,0.007594937,0.003775099,0.002351055,0.003375388,0.015181093,0.000534308,0.003564327,0.000393819,0.002811172,0.004990474,0.006638292,0.069999271,0.002358772
12/20/02,1.78,3.439,1.5525,8.28,7.2335,7.7985,48.03,120.52,1205,3.8,10.195,1.9417,7.098,1.7442,8.925,96.75,8.865,1.425,34.8,43.1,0.6244,1.335,0.9739,12/20/02,0.007834308,0.031177546,0.004056478,0.0002843,0.000611133,5.59905E-05,0.001752769,0.005678927,0.004281043,4.67462E-16,0.008516032,0.002167742,0.000108023,0.00325543,0.008066793,0.000361888,0.0005036,0.001485509,0.001900155,0.001991386,0.007107987,0.032818952,0.000622537
12/23/02,1.7816,3.51,1.5508,8.2775,7.264,7.7986,48.03,120.77,1201,3.8,10.19,1.941,7.1025,1.7408,8.84,96.75,8.93,1.425,34.77,43.05,0.6301,1.393,0.9788,12/23/02,0.010208305,0.007241574,0.004533988,2.65774E-05,0.005822991,4.35957E-05,0.00148298,0.00222792,0.001495433,4.67462E-16,0.010106178,0.004374194,0.002835661,0.004637174,0.000127844,0.000189528,0.008610271,0.000924831,0.00131512,0.002564063,0.003274721,0.001653843,0.006685179
12/24/02,1.7762,3.51,1.5482,8.2776,7.21,7.799,48.04,120.27,1200.9,3.8,10.205,1.9354,7.054,1.738,8.88,96.75,8.864,1.4097,34.8,42.92,0.6266,1.379,0.9704,12/24/02,0.008663917,0.004110291,0.005771091,1.32887E-05,0.000185425,8.54818E-06,0.001018944,0.004689526,0.002775049,4.67462E-16,0.009905793,0.004303515,0.002164288,0.005552048,0.006218612,1.72268E-05,0.002410656,0.007814828,0.002583285,0.004876692,0.00138652,0.018365604,0.00014425
12/26/02,1.7771,3.541,1.5532,8.2773,7.173,7.7989,48.05,120.12,1200,3.8,10.254,1.9327,7.012,1.739,8.86,96.7,8.811,1.4039,34.82,43.1,0.6259,1.4,0.9654,12/26/02,0.011046738,0.007869025,0.001987629,5.03359E-05,0.002897847,6.83852E-06,0.000582387,0.004175521,0.003229843,4.67462E-16,0.006376093,0.00617962,0.006085576,0.004229686,0.005357367,0.000568446,0.002129154,0.009501188,0.003583541,0.000139231,0.001520824,0.013714071,0.003238563
12/27/02,1.7832,3.554,1.5683,8.2773,7.135,7.799,48.01,119.92,1198,3.8,10.323,1.9298,7.003,1.7355,8.7325,96.7,8.813,1.3954,34.83,43.32,0.6241,1.388,0.9605,12/27/02,0.016176459,0.014147848,0.008574675,4.95306E-05,0.006204663,4.27407E-06,0.001262031,0.00416316,0.002577578,4.67462E-16,0.000951659,0.007381268,0.005905232,0.005626475,0.0091852,0.000620091,0.000313832,0.013277455,0.004074337,0.006108182,0.003560423,0.03539659,0.006293646
12/30/02,1.7743,3.545,1.5792,8.2773,7.1,7.7992,47.96,118.38,1197.2,3.8,10.373,1.9029,6.961,1.7352,8.67,96.75,8.76,1.3922,34.79,43.3,0.6233,1.392,0.956,12/30/02,0.01238353,0.01381689,0.016449507,4.95306E-05,0.008949235,2.90637E-05,0.002101496,0.015507271,0.003119737,4.67462E-16,0.002141534,0.0044661,0.010209305,0.004986916,0.015969592,0.000103348,0.004843248,0.013051091,0.003171857,0.006446214,0.00393122,0.045943661,0.00874434
12/31/02,1.7778,3.54,1.58,8.28,7.085,7.7988,48,118.75,1186.3,3.8,10.425,1.9088,6.9375,1.7352,8.585,96.75,8.695,1.3833,34.7,43.2,0.6213,1.391,0.9537,12/31/02,0.016230265,0.014151326,0.017899133,0.000288328,0.008991115,2.77813E-05,0.001019792,0.010721694,0.004790228,4.67462E-16,0.005678749,0.00166174,0.01231492,0.004294144,0.024214114,0.000120571,0.010939011,0.017193606,0.000720981,0.004729049,0.006190316,0.059542054,0.009043332
1/2/03,1.7765,3.5425,1.575,8.28,7.1684,7.7988,48.05,119.86,1190,3.8,10.354,1.915,7.002,1.7448,8.54,96.75,8.792,1.4015,34.74,43.17,0.626,1.394,0.9652,1/2/03,0.01715974,0.016629582,0.015430242,0.00029155,0.005373944,3.0773E-05,0.000291448,0.000378362,0.000383606,4.67462E-16,0.003522414,0.007990231,0.001029597,0.00205603,0.028095329,0.000144682,0.002314261,0.001308785,0.002115385,0.004553105,0.002690928,0.070418778,0.005657605
1/3/03,1.7683,3.4306,1.5665,8.2768,7.128,7.799,48.03,119.85,1197.3,3.8,10.375,1.9062,6.956,1.744,8.44,96.75,8.717,1.3975,34.76,43,0.6232,1.408,0.9599,1/3/03,0.014071099,0.015341341,0.010560405,0.000106713,0.001914432,8.54803E-06,4.16389E-05,0.001691076,0.007319536,4.67462E-16,0.003754525,0.006135056,0.006020653,0.00225853,0.03900202,0.0001929,0.004609453,0.001707277,0.002991276,0.001016536,0.000588015,0.073663896,0.00239137
1/6/03,1.7355,3.339,1.5598,8.28,7.094,7.7993,48.01,119.06,1189,3.8,10.414,1.8758,6.917,1.7372,8.52,96.75,8.677,1.3928,34.6,42.8,0.6219,1.408,0.9552,1/6/03,0.0037485,0.041142703,0.006532545,0.000295176,0.00068274,2.86359E-05,0.000291521,0.003801497,0.001086124,4.67462E-16,0.002178204,0.007583239,0.009912328,0.001205468,0.029211394,0.000234226,0.007484568,0.002656623,0.001683097,0.00323715,0.001386294,0.085991258,0.000289559
1/7/03,1.7382,3.313,1.559,8.2767,7.126,7.7999,48,120.18,1185,3.8,10.321,1.8825,6.932,1.743,8.6224,96.85,8.695,1.3983,34.55,42.85,0.6229,1.444,0.9598,1/7/03,0.000674572,0.047368931,0.006681073,0.000114767,0.006071347,0.000103858,0.000236055,0.007182186,0.00127264,4.67462E-16,0.013822977,0.001421615,0.006129252,0.002801862,0.015912594,0.000764652,0.003573536,0.0037567,0.003001097,0.001514622,0.00162945,0.074358974,0.006821941
1/8/03,1.7394,3.295,1.5613,8.2766,7.1135,7.7997,48,119.35,1186,3.8,10.368,1.8864,6.9235,1.739,8.62,96.85,8.694,1.3963,34.59,42.72,0.6225,1.606,0.9572,1/8/03,0.001347104,0.051280747,0.008852417,0.000138927,0.005968259,7.26576E-05,6.94449E-06,0.000410726,0.000722838,4.67462E-16,0.011319099,0.002698455,0.006086794,0.000596484,0.015849167,0.00071295,0.002060388,0.004175976,0.001673978,0.004265436,0.00216801,0.019402069,0.005757996
1/9/03,1.7346,3.309,1.5541,8.2766,7.1005,7.7993,47.96,119.57,1182,3.8,10.415,1.8847,6.916,1.7409,8.57,96.8,8.713,1.3943,34.51,42.76,0.6236,1.524,0.9554,1/9/03,0.000351542,0.046343645,0.004782214,0.000136913,0.005725148,1.49588E-05,0.000611247,0.002686241,0.001686379,4.67462E-16,0.008916422,0.003706583,0.006371806,0.001906859,0.020849694,0.000110205,0.001296679,0.004531668,0.003925417,0.002976769,0.00511476,0.046944051,0.005500751
1/10/03,1.7182,3.294,1.5502,8.2767,7.047,7.7993,48,119.44,1181,3.8,10.468,1.866,6.876,1.7385,8.53,96.75,8.678,1.386,34.54,42.8,0.6219,1.494,0.9492,1/10/03,0.009060447,0.050392979,0.002831285,0.000121209,0.00057391,8.97524E-06,0.00050025,0.001783707,0.001997132,4.67462E-16,0.005875351,0.004920294,0.011562439,0.000588977,0.023493771,0.000458016,0.001694902,1.44302E-05,0.002906026,0.001795835,0.003188566,0.078744527,0.000326698
1/13/03,1.7144,3.307,1.5423,8.2768,7.0535,7.799,47.96,119.03,1177,3.8,10.54,1.858,6.952,1.7375,8.665,96.8,8.6985,1.3868,34.51,42.79,0.6238,1.588,0.9492,1/13/03,0.009864393,0.04675979,0.001605407,0.000119195,0.002328606,3.93197E-05,0.000132037,0.001387079,0.004788627,4.67462E-16,0.001187708,0.007188709,0.000743744,0.000145825,0.005211018,4.1324E-05,0.002183293,0.002547092,0.0037433,0.001757442,0.007342176,0.032199086,0.002287846
1/14/03,1.7147,3.265,1.5396,8.28,7.0295,7.7991,47.95,117.96,1176,3.8,10.534,1.858,6.9375,1.7328,8.84,96.8,8.672,1.384,34.48,42.6,0.6223,1.654,0.946,1/14/03,0.008241997,0.060229728,0.002802378,0.000280272,0.000695649,3.33361E-05,0.000111215,0.010361173,0.004885314,4.67462E-16,0.003892768,0.005175799,0.000636232,0.002601708,0.017937893,3.44351E-06,0.000492247,0.002315077,0.004542305,0.006159015,0.005802395,0.003774494,0.000786383
1/15/03,1.71,3.32,1.5353,8.277,7.026,7.799,47.97,117.91,1175,3.8,10.493,1.8587,6.894,1.7342,8.7537,96.8,8.67,1.3829,34.44,42.7,0.6239,1.694,0.9455,1/15/03,0.009369472,0.045424748,0.005009624,9.42282E-05,0.001932754,5.21407E-05,0.000479696,0.010631246,0.004861358,4.67462E-16,0.00999783,0.002684619,0.006265496,0.001688606,0.009894708,4.13206E-05,0.001756251,0.003208856,0.005620573,0.003508335,0.009176785,0.015729618,0.002020644
1/16/03,1.7036,3.289,1.5366,8.2771,7.027,7.799,47.96,118.02,1171,3.8,10.51,1.8413,6.872,1.7333,8.87,96.8,8.676,1.3828,34.4,42.69,0.6222,1.733,0.9462,1/16/03,0.011529066,0.055306731,0.003508408,9.18112E-05,0.003903036,5.64143E-05,0.000479796,0.009575281,0.007898966,4.67462E-16,0.010544154,0.010289662,0.008724627,0.002348364,0.025407051,8.60807E-05,0.004174415,0.004752009,0.006756367,0.003648698,0.007203561,0.03563674,0.004668349
1/17/03,1.6923,3.373,1.5355,8.2771,6.9715,7.7992,47.96,117.88,1173.5,3.8,10.582,1.8146,6.829,1.733,8.88,96.8,8.6245,1.3678,34.42,42.74,0.6183,1.78,0.9381,1/17/03,0.016786803,0.031281592,0.003885851,9.06032E-05,0.002959966,3.33356E-05,0.000723347,0.011059998,0.005589938,4.67462E-16,0.005977412,0.023127113,0.014626451,0.00290938,0.027830121,0.000137722,0.000755029,0.005455766,0.006140638,0.00264468,0.001338789,0.060049628,0.002831034
1/21/03,1.7044,3.461,1.5332,8.2771,6.963,7.7995,47.97,118.57,1178,3.8,10.683,1.8392,6.951,1.7355,9.045,96.8,8.656,1.3687,34.63,42.83,0.6202,1.893,0.9366,1/21/03,0.007983548,0.005551214,0.004934655,9.14085E-05,0.002999259,3.84642E-06,0.001182691,0.005377021,0.001818983,4.67462E-16,0.001628283,0.007470593,0.003865651,0.001706485,0.049519855,0.000203127,0.004176334,0.003847684,0.000231067,0.000466744,0.004969212,0.125401292,0.003245889
1/22/03,1.7059,3.512,1.5324,8.2771,6.935,7.7994,47.93,118.15,1176.9,3.8,10.853,1.8392,6.894,1.733,8.98,96.8,8.623,1.3629,34.59,42.75,0.6187,1.924,0.9321,1/22/03,0.00537765,0.009199269,0.004624818,9.34217E-05,0.006204475,1.2394E-05,0.000403529,0.009398764,0.002821484,4.67462E-16,0.016027261,0.00552068,0.004495702,0.003625966,0.043198243,0.000268523,0.001337362,0.007597087,0.000847311,0.002162953,0.002733598,0.139742906,0.007231944
1/23/03,1.6926,3.5305,1.524,8.2771,6.907,7.7994,47.92,117.83,1166.1,3.8,10.779,1.8258,6.9345,1.7308,8.735,96.8,8.6,1.358,34.61,42.72,0.616,1.924,0.9288,1/23/03,0.011535781,0.013772528,0.008988896,9.34217E-05,0.009225426,1.58129E-05,0.00025048,0.012752195,0.012449187,4.67462E-16,0.006991047,0.011278223,0.001552627,0.005291167,0.015000157,0.000302939,6.78249E-05,0.010410847,0.00017333,0.002676959,0.001442721,0.135080923,0.009702527
1/24/03,1.6886,3.616,1.522,8.2768,6.87,7.7996,47.9,117.8,1166.1,3.8,10.838,1.8175,6.8725,1.731,8.74,96.82,8.525,1.3528,34.55,42.69,0.6127,1.924,0.9238,1/24/03,0.012239279,0.037941111,0.00902426,0.00012,0.013750075,7.69276E-06,0.000125245,0.013469188,0.012733461,4.67462E-16,0.011233858,0.014208773,0.007858215,0.005526766,0.016664062,0.00013081,0.008107726,0.013809678,0.002078642,0.003338547,0.006947746,0.130434783,0.014238306
1/27/03,1.6961,3.659,1.5246,8.2768,6.8625,7.8,48.1,118.64,1164.6,3.8,10.898,1.8208,6.8975,1.731,8.75,96.84,8.525,1.3554,34.51,42.7,0.6116,1.924,0.9227,1/27/03,0.006059399,0.050163308,0.005980892,0.000108726,0.013765368,5.64134E-05,0.004399031,0.005943337,0.014295508,4.67462E-16,0.0156949,0.010587138,0.004225156,0.005642924,0.018360358,3.78646E-05,0.007075678,0.011203058,0.003243574,0.003004218,0.008901949,0.125892404,0.014353317
1/28/03,1.6987,3.638,1.5359,8.2767,6.865,7.7996,47.92,118.67,1173,3.8,10.898,1.8275,6.899,1.733,8.765,96.82,8.533,1.356,34.7,42.68,0.6098,1.924,0.9231,1/28/03,0.002817728,0.042138131,0.002776968,0.000124028,0.012396001,4.27373E-07,0.00074485,0.005350283,0.006829984,4.67462E-16,0.014232888,0.005092041,0.004245799,0.004581719,0.020640657,0.000223733,0.005186059,0.01008169,0.002475855,0.003513851,0.012101673,0.121691477,0.012889152
1/29/03,1.6926,3.617,1.5235,8.2768,6.845,7.8,47.83,118.13,1168,3.8,10.978,1.8208,6.8725,1.7308,8.581,96.9,8.475,1.3512,34.61,42.7,0.6076,1.924,0.9207,1/29/03,0.005257961,0.03308421,0.004393694,0.000101881,0.014259278,5.25669E-05,0.000946904,0.009782308,0.011269942,4.67462E-16,0.020320279,0.007370579,0.008242399,0.006007144,5.32212E-05,0.000585138,0.011148643,0.01281711,0.000384134,0.003093445,0.016101434,0.117521781,0.01444735
1/30/03,1.703,3.563,1.531,8.28,6.9,7.8,47.85,119.22,1165,3.8,10.868,1.8352,6.895,1.739,8.645,96.85,8.515,1.3629,34.65,42.78,0.6067,1.924,0.928,1/30/03,0.002309097,0.014242473,0.001845332,0.000293967,0.004972733,5.5986E-05,0.000271609,5.03297E-05,0.014143306,4.67462E-16,0.00768653,0.002399671,0.005213193,0.001169801,0.009871312,4.47447E-05,0.005417738,0.003098934,0.000617023,0.001202386,0.018004068,0.114156661,0.005209785
1/31/03,1.7065,3.513,1.5286,8.2768,6.9255,7.8001,47.83,119.96,1165,3.8,10.902,1.8382,6.966,1.7396,8.5,96.95,8.614,1.3683,34.61,42.77,0.608,1.924,0.9312,1/31/03,0.006183127,0.003319431,0.001684108,0.000109934,9.38472E-05,7.13717E-05,0.000522411,0.006908013,0.014173895,4.67462E-16,0.009024018,0.006249601,0.004803323,0.000813701,0.005784773,0.001104881,0.007432357,0.001889113,0.000740086,0.001513566,0.016255515,0.114285714,0.000601013
2/3/03,1.7114,3.535,1.5207,8.2768,6.91,7.8,47.8,120.47,1184,3.8,10.896,1.8386,6.96,1.7423,8.5521,96.85,8.565,1.3631,34.61,42.82,0.6096,1.924,0.9293,2/3/03,0.010808576,0.000301836,0.002329014,0.000114765,0.001389769,5.98326E-05,0.001017096,0.01202127,0.002158365,4.67462E-16,0.006434927,0.008629249,0.003162749,0.000949839,0.002349571,3.44176E-06,0.002526312,0.001057741,0.000941999,0.000252933,0.014230272,0.11265325,0.001711618
2/4/03,1.6932,3.558,1.5146,8.28,6.8345,7.8,47.82,119.75,1177,3.8,10.992,1.8232,6.913,1.7378,8.34,96.85,8.493,1.3493,34.74,42.7,0.6068,1.924,0.9195,2/4/03,0.001121423,0.004238424,0.005238926,0.000281883,0.011869994,6.11148E-05,0.000355373,0.006404007,0.004103736,4.67462E-16,0.013822618,0.001670183,0.004825915,0.001664085,0.021600266,4.12993E-05,0.005183168,0.010755369,0.002704473,0.003108962,0.019476882,0.110384364,0.011772039
2/5/03,1.6943,3.574,1.5195,8.28,6.865,7.7997,47.77,119.78,1174.3,3.8,10.865,1.8225,6.965,1.7425,8.39,96.88,8.535,1.354,34.74,42.77,0.6077,1.924,0.9223,2/5/03,0.003031056,0.00645343,0.000887662,0.000279063,0.006593767,2.09414E-05,0.001226601,0.007073674,0.006716064,4.67462E-16,0.000233219,0.002716091,0.001727314,0.00115293,0.013052256,0.000244348,0.000746505,0.006539912,0.002472998,0.001334823,0.018461389,0.110128092,0.007948886
2/6/03,1.692,3.606,1.5213,8.28,6.865,7.7998,47.8,119.93,1173,3.8,10.868,1.8235,6.921,1.74,8.35,96.86,8.475,1.3541,34.68,42.79,0.6115,1.6,0.9235,2/6/03,0.002981677,0.012916606,0.001468003,0.000289133,0.005936866,3.41901E-05,0.000376427,0.008303744,0.008346907,4.67462E-16,0.000998879,0.004498715,0.005909103,0.000419364,0.015036713,1.03241E-05,0.005872877,0.005775961,0.000395196,0.001007786,0.012818029,0.081585795,0.005963145
